time	x	y	
01:10.0	"30,92"	"9,16"	1
01:10.4	"30,92"	"9,15"	1
01:10.4	"30,88"	"9,15"	1
01:10.5	"30,92"	"9,15"	1
01:10.6	"30,92"	"9,11"	1
01:10.8	"30,92"	"9,16"	1
01:10.8	"30,92"	"9,15"	1
01:10.9	"30,87"	"9,28"	1
01:11.0	"30,91"	"9,28"	1
01:11.3	"30,91"	"9,32"	1
01:11.4	"30,87"	"9,40"	1
01:11.5	"30,87"	"9,44"	1
01:11.6	"30,96"	"9,32"	1
01:11.8	"31,00"	"9,40"	1
01:11.9	"31,04"	"9,53"	1
01:12.3	"30,99"	"9,49"	1
01:12.4	"30,99"	"9,53"	1
01:12.5	"31,04"	"9,57"	1
01:12.6	"30,99"	"9,57"	1
01:12.8	"31,04"	"9,49"	1
01:12.9	"31,04"	"9,57"	1
01:13.0	"31,08"	"9,65"	1
01:13.1	"31,12"	"9,65"	1
01:13.3	"31,12"	"9,66"	1
01:13.4	"31,08"	"9,70"	1
01:13.6	"30,99"	"9,82"	1
01:13.8	"31,00"	"9,82"	1
01:14.0	"31,00"	"9,86"	1
01:14.1	"31,00"	"9,90"	1
01:14.3	"30,91"	"10,03"	1
01:14.6	"30,95"	"10,03"	1
01:14.8	"30,91"	"10,07"	1
01:14.9	"30,91"	"10,11"	1
01:15.0	"30,95"	"10,07"	1
01:15.1	"30,91"	"10,11"	1
01:15.2	"30,91"	"10,07"	1
01:15.3	"30,83"	"10,19"	1
01:15.4	"30,79"	"10,27"	1
01:15.9	"30,78"	"10,27"	1
01:15.9	"30,74"	"10,40"	1
01:16.0	"30,83"	"10,40"	1
01:16.1	"30,82"	"10,40"	1
01:16.2	"30,87"	"10,40"	1
01:16.3	"30,82"	"10,44"	1
01:16.4	"30,86"	"10,56"	1
01:16.5	"30,91"	"10,61"	1
01:16.7	"30,90"	"10,61"	1
01:17.0	"30,90"	"10,65"	1
01:17.1	"30,86"	"10,65"	1
01:17.2	"30,90"	"10,65"	1
01:17.2	"30,94"	"10,65"	1
01:17.3	"30,99"	"10,65"	1
01:17.4	"30,90"	"10,73"	1
01:17.5	"30,94"	"10,81"	1
01:17.7	"30,94"	"10,77"	1
01:17.8	"30,90"	"10,77"	1
01:17.9	"30,94"	"10,77"	1
01:18.2	"30,90"	"10,77"	1
01:18.3	"30,94"	"10,81"	1
01:18.7	"30,90"	"10,85"	1
01:18.8	"30,94"	"10,85"	1
01:18.9	"30,86"	"10,81"	1
01:19.2	"30,86"	"10,85"	1
01:19.3	"30,86"	"10,89"	1
01:19.7	"30,86"	"10,85"	1
01:19.9	"30,86"	"10,89"	1
01:20.4	"30,86"	"10,85"	1
01:20.5	"30,86"	"10,89"	1
03:16.6	"28,24"	"9,30"	2
03:16.9	"28,24"	"9,34"	2
03:17.0	"28,28"	"9,34"	2
03:17.1	"28,28"	"9,30"	2
03:17.2	"28,28"	"9,21"	2
03:17.4	"28,28"	"9,13"	2
03:17.6	"28,24"	"9,26"	2
03:17.7	"28,24"	"9,25"	2
03:17.7	"28,33"	"9,01"	2
03:17.9	"28,28"	"8,97"	2
03:18.0	"28,29"	"8,97"	2
03:18.1	"28,33"	"8,97"	2
03:18.4	"28,49"	"8,88"	2
03:18.5	"28,49"	"8,89"	2
03:18.5	"28,58"	"8,84"	2
03:18.6	"28,62"	"8,76"	2
03:19.1	"28,83"	"8,55"	2
03:19.2	"28,75"	"8,64"	2
03:19.4	"28,79"	"8,60"	2
03:19.5	"29,00"	"8,35"	2
03:19.6	"29,00"	"8,31"	2
03:19.9	"29,00"	"8,26"	2
03:20.0	"29,04"	"8,18"	2
03:20.0	"29,05"	"8,18"	2
03:20.1	"29,09"	"8,14"	2
03:20.2	"29,09"	"8,18"	2
03:20.5	"29,00"	"8,18"	2
03:20.6	"29,05"	"8,14"	2
03:20.7	"29,05"	"8,10"	2
03:20.9	"29,05"	"8,14"	2
03:21.0	"29,05"	"8,18"	2
03:21.5	"29,09"	"8,14"	2
03:21.7	"29,13"	"8,10"	2
03:22.2	"29,13"	"8,06"	2
