time	x	y	
01:30.2	"17,90"	"-13,33"	1
01:30.3	"17,94"	"-13,21"	1
01:30.4	"18,19"	"-13,09"	1
01:30.5	"19,36"	"-11,69"	1
01:30.7	"19,45"	"-10,70"	1
01:30.8	"19,34"	"-10,04"	1
01:30.9	"19,28"	"-7,43"	1
01:31.0	"19,61"	"-7,27"	1
01:31.2	"19,86"	"-7,60"	1
01:31.3	"19,39"	"-9,21"	1
01:31.4	"19,14"	"-9,54"	1
01:31.5	"19,63"	"-9,75"	1
01:31.7	"19,96"	"-9,80"	1
01:31.8	"20,13"	"-9,80"	1
01:31.9	"20,13"	"-9,84"	1
01:32.0	"20,09"	"-9,80"	1
01:32.2	"20,09"	"-9,84"	1
01:32.3	"20,13"	"-9,84"	1
01:32.7	"20,17"	"-9,84"	1
01:33.0	"20,21"	"-9,84"	1
01:33.2	"20,25"	"-9,80"	1
01:33.3	"20,41"	"-9,80"	1
01:33.5	"20,42"	"-9,80"	1
01:33.5	"20,50"	"-9,80"	1
01:33.7	"20,79"	"-9,72"	1
01:33.8	"21,83"	"-9,32"	1
01:33.9	"21,91"	"-9,27"	1
01:34.0	"21,87"	"-9,23"	1
01:34.4	"22,12"	"-9,19"	1
01:34.5	"22,16"	"-9,15"	1
01:34.7	"22,28"	"-9,11"	1
01:34.8	"22,45"	"-9,11"	1
01:34.9	"22,45"	"-9,07"	1
01:35.1	"22,78"	"-9,20"	1
01:35.2	"22,86"	"-9,20"	1
01:35.3	"22,98"	"-9,32"	1
01:35.4	"22,98"	"-9,49"	1
01:35.6	"22,98"	"-9,41"	1
01:35.7	"23,35"	"-9,62"	1
01:35.8	"25,37"	"-10,55"	1
01:35.9	"25,54"	"-10,59"	1
01:36.1	"25,58"	"-10,59"	1
01:36.2	"25,62"	"-10,63"	1
01:36.3	"26,28"	"-10,64"	1
01:36.4	"26,49"	"-10,60"	1
01:36.6	"26,61"	"-10,56"	1
01:36.7	"26,69"	"-10,44"	1
01:36.8	"26,74"	"-10,31"	1
01:36.9	"26,74"	"-10,19"	1
01:37.1	"26,78"	"-10,10"	1
01:37.1	"26,78"	"-10,11"	1
01:37.2	"26,66"	"-9,90"	1
01:37.3	"26,50"	"-9,52"	1
01:37.4	"25,96"	"-8,98"	1
01:37.6	"25,84"	"-8,90"	1
01:37.7	"25,76"	"-8,77"	1
01:37.7	"25,72"	"-8,77"	1
01:37.8	"25,55"	"-8,56"	1
01:37.9	"25,06"	"-8,64"	1
01:38.1	"24,27"	"-9,01"	1
01:38.2	"24,39"	"-9,38"	1
01:38.3	"24,39"	"-9,42"	1
01:38.6	"24,35"	"-9,42"	1
01:38.7	"24,35"	"-9,46"	1
01:38.8	"24,35"	"-9,51"	1
01:38.9	"24,35"	"-9,50"	1
01:39.1	"24,34"	"-9,55"	1
01:39.2	"24,34"	"-9,54"	1
01:39.3	"24,30"	"-9,59"	1
01:39.4	"24,18"	"-9,79"	1
01:39.6	"24,17"	"-10,25"	1
01:39.8	"24,13"	"-10,21"	1
01:39.9	"24,09"	"-10,25"	1
01:40.1	"24,05"	"-10,25"	1
01:40.2	"24,09"	"-10,33"	1
01:40.3	"24,01"	"-10,62"	1
01:40.4	"23,88"	"-10,78"	1
01:40.6	"23,76"	"-10,86"	1
01:40.7	"23,63"	"-10,78"	1
01:40.8	"23,47"	"-10,53"	1
01:40.9	"23,10"	"-10,52"	1
01:41.1	"23,13"	"-11,35"	1
01:41.2	"23,08"	"-12,05"	1
01:41.3	"23,12"	"-12,39"	1
01:41.4	"23,33"	"-12,64"	1
01:41.6	"23,78"	"-12,85"	1
01:41.7	"25,02"	"-12,40"	1
01:41.8	"25,40"	"-11,70"	1
01:41.9	"25,41"	"-11,37"	1
01:42.1	"25,03"	"-11,29"	1
01:42.2	"24,17"	"-11,28"	1
01:42.3	"23,17"	"-11,27"	1
01:42.4	"22,64"	"-11,18"	1
01:42.6	"21,81"	"-10,80"	1
01:42.7	"21,57"	"-10,67"	1
01:42.8	"21,44"	"-10,51"	1
01:42.9	"21,32"	"-10,34"	1
01:43.1	"21,28"	"-10,22"	1
01:43.2	"21,24"	"-10,09"	1
