time	x	y	
01:00.0	"12,76"	"-8,40"	1
01:00.1	"13,05"	"-8,07"	1
01:00.2	"13,31"	"-7,41"	1
01:00.4	"13,31"	"-6,96"	1
01:00.5	"13,15"	"-6,75"	1
01:00.6	"13,11"	"-6,63"	1
01:00.7	"13,11"	"-6,62"	1
01:00.7	"12,90"	"-6,21"	1
01:00.9	"12,25"	"-5,50"	1
01:01.0	"12,09"	"-5,42"	1
01:01.1	"11,55"	"-5,09"	1
01:01.2	"11,23"	"-4,59"	1
01:01.4	"11,11"	"-4,13"	1
01:01.5	"11,11"	"-4,05"	1
01:01.6	"11,15"	"-3,93"	1
01:01.7	"11,15"	"-3,80"	1
01:01.9	"11,16"	"-2,98"	1
01:02.0	"11,21"	"-2,57"	1
01:02.1	"11,30"	"-1,79"	1
01:02.2	"11,50"	"-1,83"	1
01:02.4	"12,66"	"-2,13"	1
01:02.5	"13,15"	"-2,30"	1
01:02.6	"13,68"	"-3,13"	1
01:02.8	"13,63"	"-4,12"	1
01:02.9	"13,75"	"-4,49"	1
01:03.0	"13,74"	"-4,49"	1
01:03.0	"14,03"	"-4,70"	1
01:03.1	"14,28"	"-4,70"	1
01:03.3	"14,57"	"-4,13"	1
01:03.4	"14,21"	"-3,75"	1
01:03.5	"13,38"	"-3,46"	1
01:03.6	"11,60"	"-1,88"	1
01:03.8	"10,62"	"-0,59"	1
01:03.9	"9,89"	"0,53"	1
01:04.0	"8,91"	"1,98"	1
01:04.1	"8,35"	"3,10"	1
01:04.2	"8,35"	"3,14"	1
01:04.3	"8,00"	"5,13"	1
01:04.4	"8,09"	"6,07"	1
01:04.5	"8,17"	"6,36"	1
01:04.6	"8,26"	"7,02"	1
01:04.7	"8,26"	"6,98"	1
01:04.8	"8,35"	"7,89"	1
01:04.9	"8,40"	"8,50"	1
01:05.0	"8,44"	"8,67"	1
01:05.1	"8,36"	"8,75"	1
01:05.3	"8,49"	"9,33"	1
01:05.4	"8,49"	"9,49"	1
01:05.5	"8,49"	"9,53"	1
01:05.6	"8,62"	"9,57"	1
01:05.8	"10,14"	"9,56"	1
01:05.9	"10,64"	"9,43"	1
01:06.0	"10,75"	"8,98"	1
01:06.1	"10,71"	"8,73"	1
01:06.3	"10,75"	"8,61"	1
01:06.4	"10,71"	"8,44"	1
01:06.5	"10,50"	"7,91"	1
01:06.6	"10,16"	"7,42"	1
01:06.8	"10,04"	"7,38"	1
01:06.9	"10,08"	"7,54"	1
01:07.0	"10,29"	"8,11"	1
01:07.0	"10,29"	"8,12"	1
01:07.1	"10,54"	"8,36"	1
01:07.3	"11,65"	"8,35"	1
01:07.4	"12,15"	"8,30"	1
01:07.5	"12,81"	"8,21"	1
01:07.6	"13,14"	"8,13"	1
01:07.8	"13,42"	"8,04"	1
01:07.9	"13,71"	"7,88"	1
01:08.0	"13,83"	"7,83"	1
