time	x	y	
02:01.0	"4,05"	"-2,30"	1
02:01.1	"4,09"	"-2,39"	1
02:01.2	"4,30"	"-2,26"	1
02:01.4	"5,08"	"-2,30"	1
02:01.5	"5,40"	"-2,01"	1
02:01.6	"5,40"	"-1,81"	1
02:01.7	"5,28"	"-1,68"	1
02:01.8	"5,28"	"-1,69"	1
02:01.9	"5,03"	"-1,48"	1
02:02.0	"4,91"	"-1,32"	1
02:02.0	"4,91"	"-1,36"	1
02:02.1	"4,95"	"-1,28"	1
02:02.2	"4,99"	"-1,28"	1
02:02.4	"4,91"	"-1,32"	1
02:02.5	"4,70"	"-1,45"	1
02:02.5	"4,70"	"-1,44"	1
02:02.6	"4,54"	"-1,49"	1
02:02.7	"4,46"	"-1,53"	1
02:02.9	"4,34"	"-1,65"	1
02:03.0	"4,26"	"-1,74"	1
02:03.1	"4,14"	"-1,86"	1
02:03.2	"4,10"	"-1,90"	1
02:03.4	"4,10"	"-1,94"	1
02:03.5	"4,22"	"-1,98"	1
02:03.6	"4,34"	"-2,23"	1
02:03.7	"4,26"	"-2,35"	1
02:04.0	"4,22"	"-2,39"	1
02:04.1	"4,02"	"-2,43"	1
02:04.2	"3,93"	"-2,27"	1
02:04.4	"3,97"	"-2,27"	1
02:04.5	"4,01"	"-2,15"	1
02:04.6	"3,97"	"-2,35"	1
02:04.7	"3,97"	"-2,43"	1
02:04.8	"3,98"	"-2,43"	1
02:04.9	"3,98"	"-2,47"	1
02:05.0	"3,98"	"-2,51"	1
02:05.1	"3,98"	"-2,47"	1
02:05.2	"3,98"	"-2,43"	1
02:05.5	"3,94"	"-2,47"	1
02:05.6	"3,94"	"-2,43"	1
02:05.7	"3,98"	"-2,35"	1
02:05.9	"3,98"	"-2,56"	1
02:06.0	"3,98"	"-2,39"	1
02:06.1	"3,98"	"-2,43"	1
02:06.4	"3,97"	"-2,39"	1
02:06.5	"3,98"	"-2,39"	1
02:06.8	"3,98"	"-2,40"	1
02:06.9	"3,98"	"-2,35"	1
02:07.0	"3,94"	"-2,35"	1
02:07.5	"3,98"	"-2,35"	1
02:07.6	"3,98"	"-2,39"	1
02:08.0	"3,98"	"-2,35"	1
02:08.1	"3,93"	"-2,31"	1
02:08.2	"3,94"	"-2,31"	1
02:08.2	"3,73"	"-2,52"	1
02:08.4	"4,31"	"-2,43"	1
02:08.5	"4,47"	"-2,22"	1
02:08.6	"4,51"	"-2,02"	1
02:08.7	"4,39"	"-2,27"	1
02:08.9	"4,63"	"-2,47"	1
02:08.9	"4,64"	"-2,47"	1
02:09.0	"3,81"	"-1,65"	1
02:09.1	"3,56"	"-1,57"	1
02:09.2	"3,52"	"-1,49"	1
02:09.4	"3,65"	"-1,41"	1
02:09.5	"3,73"	"-1,33"	1
02:09.6	"3,73"	"-1,25"	1
02:09.7	"3,81"	"-1,12"	1
02:09.9	"3,85"	"-1,08"	1
02:10.0	"3,89"	"-1,08"	1
02:10.1	"3,85"	"-0,96"	1
02:10.2	"3,72"	"-0,84"	1
02:10.4	"3,60"	"-0,71"	1
02:10.5	"3,48"	"-0,55"	1
02:10.6	"3,52"	"-0,47"	1
02:10.7	"3,48"	"-0,39"	1
02:11.0	"3,56"	"-0,31"	1
02:11.1	"3,68"	"-0,27"	1
02:11.2	"3,72"	"-0,27"	1
02:11.3	"3,72"	"-0,26"	1
02:11.4	"3,72"	"-0,18"	1
02:11.5	"3,76"	"-0,10"	1
02:11.6	"3,80"	"-0,06"	1
02:11.7	"3,84"	"-0,02"	1
02:11.9	"3,84"	"-0,06"	1
02:12.0	"3,84"	"-0,10"	1
02:12.1	"3,88"	"-0,10"	1
02:12.2	"3,88"	"-0,18"	1
02:12.4	"3,80"	"-0,23"	1
02:12.5	"3,72"	"-0,31"	1
02:12.6	"3,72"	"-0,35"	1
02:12.7	"3,72"	"-0,39"	1
02:12.9	"3,68"	"-0,43"	1
02:13.0	"3,56"	"-0,47"	1
02:13.2	"3,64"	"-0,55"	1
02:13.4	"3,68"	"-0,55"	1
02:13.5	"3,72"	"-0,59"	1
03:40.9	"4,48"	"3,29"	2
03:41.1	"5,05"	"3,70"	2
03:41.2	"5,06"	"3,70"	2
03:41.3	"5,34"	"3,91"	2
03:41.4	"5,54"	"3,99"	2
03:41.5	"5,63"	"4,03"	2
03:41.6	"5,58"	"3,99"	2
03:41.9	"5,34"	"3,91"	2
03:42.0	"5,30"	"3,91"	2
03:42.2	"5,30"	"3,87"	2
03:42.3	"5,26"	"3,79"	2
03:42.4	"5,25"	"3,79"	2
03:42.5	"5,13"	"3,75"	2
03:42.7	"5,09"	"3,70"	2
03:42.8	"5,09"	"3,62"	2
03:42.9	"5,05"	"3,62"	2
03:43.0	"5,05"	"3,58"	2
03:43.0	"5,01"	"3,58"	2
03:43.3	"5,05"	"3,54"	2
03:43.8	"5,05"	"3,50"	2
03:44.0	"5,01"	"3,50"	2
03:44.8	"4,97"	"3,50"	2
