time	frame	x	y	
2:24.40	-4332	29,09	-14,26	3
2:24.53	-4336	29,01	-13,5	3
2:24.63	-4339	31,97	-10,84	3
2:24.77	-4343	33,89	-11,43	3
2:24.90	-4347	34,3	-11,71	3
2:25.03	-4351	34,24	-12,06	3
2:25.13	-4354	31,83	-14,19	3
2:25.27	-4358	29,97	-17,12	3
2:25.40	-4362	30,05	-18,89	3
2:25.53	-4366	30,13	-19,17	3
2:25.63	-4369	30,13	-19,13	3
2:25.77	-4373	30,09	-18,89	3
2:25.90	-4377	30,05	-18,65	3
2:25.97	-4379	30,06	-18,65	3
2:26.03	-4381	29,98	-18,29	3
2:26.13	-4384	29,89	-18,01	3
2:26.23	-4387	29,89	-18	3
2:26.27	-4388	29,77	-17,68	3
2:26.33	-4390	29,78	-17,68	3
2:26.40	-4392	29,7	-17,4	3
2:26.53	-4396	29,58	-17,12	3
2:26.63	-4399	29,5	-16,88	3
2:26.77	-4403	29,42	-16,64	3
2:26.90	-4407	29,34	-16,4	3
2:27.03	-4411	29,26	-16,2	3
2:27.10	-4413	29,25	-16,2	3
2:27.13	-4414	29,17	-16	3
2:27.27	-4418	29,09	-15,84	3
2:27.40	-4422	29,05	-15,68	3
2:27.53	-4426	29,05	-15,76	3
2:27.63	-4429	29,09	-16,6	3
2:27.77	-4433	28,69	-17,97	3
2:27.90	-4437	28,33	-18,37	3
2:28.03	-4441	28,17	-18,33	3
2:28.17	-4445	28,09	-18,17	3
2:28.27	-4448	28,01	-17,97	3
2:28.40	-4452	27,93	-17,77	3
2:28.47	-4454	27,93	-17,76	3
2:28.53	-4456	27,89	-17,52	3
2:28.67	-4460	27,85	-17,32	3
2:28.77	-4463	27,81	-17,08	3
2:28.90	-4467	27,73	-16,96	3
2:29.00	-4470	27,77	-16,96	3
2:29.03	-4471	27,65	-17,28	3
2:29.17	-4475	27,61	-17,28	3
2:29.27	-4478	27,53	-17,16	3
2:29.40	-4482	27,45	-17,24	3
2:29.53	-4486	26,41	-19,17	3
2:29.60	-4488	26,41	-19,16	3
2:29.67	-4490	25,84	-19,18	3
2:29.70	-4491	25,84	-19,16	3
2:29.73	-4492	25,84	-19,18	3
2:29.77	-4493	25,6	-18,98	3
2:29.90	-4497	25,52	-18,7	3
2:30.03	-4501	25,52	-18,38	3
2:30.17	-4505	25,52	-18,06	3
2:30.20	-4506	25,52	-18,1	3
2:30.27	-4508	25,52	-17,78	3
2:30.40	-4512	25,56	-17,46	3
2:30.53	-4516	25,6	-17,22	3
2:30.67	-4520	25,61	-16,93	3
2:30.77	-4523	25,65	-16,69	3
2:30.90	-4527	25,65	-16,49	3
2:31.03	-4531	25,65	-16,25	3
2:31.17	-4535	25,61	-15,85	3
2:31.27	-4538	25,77	-14,85	3
2:31.40	-4542	26,33	-14,21	3
2:31.53	-4546	27,13	-14,33	3
2:31.63	-4549	27,13	-14,29	3
2:31.67	-4550	25,41	-16,45	3
2:31.77	-4553	24,08	-14,61	3
2:31.90	-4557	24,4	-14,09	3
2:31.97	-4559	24,4	-14,13	3
2:32.03	-4561	24,64	-13,92	3
2:32.17	-4565	24,84	-13,88	3
2:32.27	-4568	26,05	-14,65	3
2:32.40	-4572	26,53	-15,21	3
2:32.43	-4573	26,53	-15,17	3
2:32.53	-4576	26,73	-15,37	3
2:32.67	-4580	26,77	-15,53	3
2:32.80	-4584	26,85	-16,05	3
2:32.90	-4587	24,22	-18,92	3
2:33.03	-4591	23,5	-19,12	3
2:33.17	-4595	23,05	-19	3
2:33.30	-4599	22,85	-18,72	3
2:33.40	-4602	22,77	-18,36	3
2:33.53	-4606	22,73	-18,04	3
2:33.67	-4610	22,73	-17,68	3
2:33.80	-4614	22,77	-17,36	3
2:33.90	-4617	22,81	-17,04	3
2:33.97	-4619	22,82	-17,04	3
2:34.03	-4621	22,9	-16,76	3
2:34.07	-4622	22,89	-16,76	3
2:34.10	-4623	22,86	-16,76	3
2:34.17	-4625	22,94	-16,52	3
2:34.30	-4629	22,98	-16,27	3
2:34.40	-4632	23,02	-16,03	3
2:34.53	-4636	23,1	-15,87	3
2:34.67	-4640	23,14	-15,67	3
2:34.80	-4644	23,22	-15,51	3
2:34.90	-4647	23,18	-15,59	3
2:35.03	-4651	23,14	-15,71	3
2:35.17	-4655	23,06	-15,91	3
2:35.30	-4659	22,94	-16,11	3
2:35.40	-4662	22,7	-16,43	3
2:35.53	-4666	19,61	-17,4	3
2:35.67	-4670	18,89	-16,88	3
2:35.80	-4674	18,48	-15,99	3
2:35.90	-4677	18,48	-15,71	3
2:36.03	-4681	18,2	-14,95	3
2:36.17	-4685	18,08	-14,31	3
2:36.30	-4689	18,04	-13,95	3
2:36.40	-4692	18,12	-13,58	3
2:36.53	-4696	18,12	-13,06	3
2:36.67	-4700	18,16	-12,86	3
2:36.80	-4704	18,2	-12,66	3
2:36.90	-4707	18,24	-12,5	3
2:37.03	-4711	18,32	-12,38	3
2:37.17	-4715	19,13	-10,01	3
2:37.30	-4719	21,73	-9,97	3
2:37.40	-4722	22,42	-10,38	3
2:37.53	-4726	22,7	-10,62	3
2:37.67	-4730	22,86	-10,82	3
2:37.80	-4734	22,94	-10,9	3
2:37.93	-4738	23,02	-10,98	3
2:38.03	-4741	23,06	-11,02	3
2:38.17	-4745	23,1	-11,02	3
2:38.30	-4749	23,14	-11,1	3
2:38.43	-4753	23,1	-11,54	3
2:38.53	-4756	20,37	-14,47	3
2:38.67	-4760	18,61	-14,15	3
2:38.80	-4764	18,36	-13,79	3
2:38.83	-4765	18,37	-13,79	3
2:38.93	-4768	18,45	-13,47	3
2:39.03	-4771	18,57	-13,31	3
2:39.17	-4775	18,89	-13,06	3
2:39.30	-4779	19,05	-12,94	3
2:39.43	-4783	19,13	-12,9	3
2:39.53	-4786	19,21	-12,82	3
2:39.67	-4790	19,29	-12,74	3
2:39.80	-4794	19,65	-12,7	3
2:39.93	-4798	20,41	-12,82	3
2:40.03	-4801	21,74	-13,79	3
2:40.17	-4805	22,98	-15,23	3
2:40.27	-4808	23,02	-15,27	3
2:40.30	-4809	24,11	-16,51	3
2:40.43	-4813	24,47	-16,8	3
2:40.53	-4816	25,15	-17,28	3
2:40.67	-4820	25,43	-17,28	3
2:40.80	-4824	26,23	-17,36	3
2:40.93	-4828	26,6	-17,2	3
2:41.00	-4830	26,59	-17,2	3
2:41.03	-4831	26,72	-17,04	3
2:41.17	-4835	26,8	-16,88	3
2:41.30	-4839	27,28	-16,63	3
2:41.33	-4840	27,28	-16,64	3
2:41.43	-4843	27,48	-16,43	3
2:41.53	-4846	28,32	-16,03	3
2:41.67	-4850	28,68	-15,79	3
2:41.80	-4854	28,76	-15,79	3
2:41.93	-4858	28,92	-15,31	3
2:42.03	-4861	29,4	-14,47	3
2:42.17	-4865	30,49	-13,91	3
2:42.30	-4869	30,81	-13,87	3
2:42.43	-4873	30,97	-13,75	3
2:42.57	-4877	31,05	-13,59	3
2:42.67	-4880	31,09	-13,43	3
2:42.80	-4884	31,13	-13,31	3
2:42.83	-4885	31,17	-13,31	3
2:42.93	-4888	31,17	-13,19	3
2:43.03	-4891	31,13	-13,19	3
2:43.07	-4892	31,17	-13,11	3
2:43.10	-4893	31,17	-13,1	3
2:43.13	-4894	31,21	-13,1	3
2:43.17	-4895	31,21	-12,98	3
2:43.30	-4899	31,21	-12,9	3
2:43.43	-4903	31,17	-12,78	3
2:43.47	-4904	31,21	-12,82	3
2:43.57	-4907	31,17	-12,7	3
2:43.67	-4910	31,17	-12,62	3
2:43.80	-4914	31,09	-12,7	3
2:43.93	-4918	30,85	-13,1	3
2:44.00	-4920	30,85	-13,14	3
2:44.03	-4921	30,85	-13,1	3
2:44.07	-4922	26,87	-16,2	3
2:44.17	-4925	25,47	-16,8	3
2:44.30	-4929	24,95	-16,8	3
2:44.43	-4933	24,67	-16,72	3
2:44.57	-4937	24,51	-16,56	3
2:44.67	-4940	24,38	-16,39	3
2:44.80	-4944	24,3	-16,19	3
2:44.93	-4948	24,22	-15,99	3
2:45.07	-4952	24,18	-15,83	3
2:45.17	-4955	24,14	-15,63	3
2:45.30	-4959	24,14	-15,47	3
2:45.43	-4963	24,1	-15,27	3
2:45.57	-4967	24,06	-14,95	3
2:45.67	-4970	24,18	-14,31	3
2:45.80	-4974	25,31	-12,94	3
2:45.93	-4978	26,07	-13,14	3
2:46.07	-4982	26,31	-13,51	3
2:46.17	-4985	26,31	-13,67	3
2:46.30	-4989	26,15	-13,83	3
2:46.43	-4993	26,43	-14,63	3
2:46.57	-4997	26,55	-14,99	3
