time	x	y	
01:02.7	"31,43"	"2,26"	1
01:02.8	"31,43"	"2,30"	1
01:02.9	"31,44"	"2,39"	1
01:03.0	"31,48"	"2,47"	1
01:03.1	"31,48"	"2,51"	1
01:03.3	"31,48"	"2,55"	1
01:03.4	"31,48"	"2,59"	1
01:03.5	"31,44"	"2,64"	1
01:03.6	"31,36"	"2,72"	1
01:03.8	"31,44"	"2,59"	1
01:03.9	"31,40"	"2,60"	1
01:04.0	"31,40"	"2,76"	1
01:04.1	"31,48"	"2,76"	1
01:04.3	"31,52"	"2,76"	1
01:04.4	"31,60"	"2,64"	1
01:04.5	"31,56"	"2,72"	1
01:04.6	"31,52"	"2,84"	1
01:04.7	"31,53"	"2,84"	1
01:04.8	"31,53"	"3,01"	1
01:04.9	"31,57"	"3,21"	1
01:05.0	"31,66"	"3,42"	1
01:05.1	"31,74"	"3,46"	1
01:05.3	"31,78"	"3,46"	1
01:05.4	"31,82"	"3,54"	1
01:05.5	"31,87"	"3,62"	1
01:05.6	"31,95"	"3,58"	1
01:05.8	"32,03"	"3,41"	1
01:06.0	"32,03"	"3,45"	1
01:06.1	"31,95"	"3,54"	1
01:06.3	"31,83"	"3,75"	1
01:06.4	"31,91"	"3,75"	1
01:06.5	"31,99"	"3,70"	1
01:06.8	"31,95"	"3,79"	1
01:06.9	"31,95"	"3,91"	1
01:07.0	"32,00"	"4,16"	1
01:07.1	"32,04"	"4,11"	1
01:07.3	"32,08"	"4,03"	1
01:07.4	"32,12"	"3,99"	1
01:07.5	"32,12"	"4,15"	1
01:07.6	"32,29"	"4,19"	1
01:07.8	"32,29"	"4,15"	1
01:07.9	"32,25"	"4,24"	1
01:08.0	"32,21"	"4,24"	1
01:08.1	"32,12"	"4,32"	1
01:08.3	"32,09"	"4,44"	1
01:08.4	"32,05"	"4,53"	1
01:08.5	"32,04"	"4,44"	1
01:08.6	"32,05"	"4,44"	1
01:08.6	"32,04"	"4,32"	1
01:08.8	"32,08"	"4,36"	1
01:08.9	"32,09"	"4,44"	1
01:09.0	"32,17"	"4,44"	1
01:09.1	"32,13"	"4,32"	1
01:09.3	"32,17"	"4,20"	1
01:09.4	"32,25"	"4,24"	1
01:09.5	"32,29"	"4,36"	1
01:09.6	"32,29"	"4,57"	1
01:09.8	"32,29"	"4,65"	1
01:09.9	"32,25"	"4,57"	1
01:10.0	"32,21"	"4,44"	1
01:10.1	"32,25"	"4,40"	1
