time	x	y	
01:14.6	"19,19"	"3,71"	1
01:14.6	"19,11"	"3,76"	1
01:14.8	"19,15"	"3,71"	1
01:15.0	"19,15"	"3,67"	1
01:15.1	"19,23"	"3,63"	1
01:15.3	"19,36"	"3,67"	1
01:15.4	"19,36"	"3,71"	1
01:15.5	"19,73"	"3,53"	1
01:15.6	"20,22"	"3,18"	1
01:15.8	"20,26"	"3,10"	1
01:15.9	"20,25"	"3,06"	1
01:16.0	"20,30"	"3,06"	1
01:16.1	"20,42"	"3,05"	1
01:16.4	"20,55"	"3,01"	1
01:16.5	"21,11"	"2,49"	1
01:16.6	"21,16"	"2,49"	1
01:16.6	"21,31"	"2,19"	1
01:16.8	"21,31"	"2,11"	1
01:17.0	"21,27"	"2,11"	1
01:17.1	"21,47"	"1,77"	1
01:17.3	"21,62"	"1,31"	1
01:17.4	"21,62"	"1,15"	1
01:17.5	"21,65"	"1,02"	1
01:17.7	"21,57"	"1,06"	1
01:17.8	"21,53"	"0,94"	1
01:17.9	"21,29"	"-0,05"	1
01:18.0	"21,20"	"-0,38"	1
01:18.3	"21,24"	"-0,47"	1
01:18.5	"21,24"	"-0,55"	1
01:18.7	"20,88"	"-1,45"	1
01:18.8	"20,11"	"-2,22"	1
01:18.9	"19,94"	"-2,26"	1
01:19.0	"19,90"	"-2,26"	1
01:19.2	"19,94"	"-2,30"	1
01:19.3	"19,94"	"-2,26"	1
01:19.4	"19,94"	"-2,30"	1
01:20.8	"19,94"	"-2,31"	1
01:24.5	"19,80"	"-2,61"	2
01:24.5	"19,54"	"-2,85"	2
01:24.7	"18,41"	"-3,28"	2
01:24.8	"17,91"	"-3,22"	2
01:24.9	"17,87"	"-3,22"	2
01:25.0	"17,87"	"-3,18"	2
01:25.0	"17,83"	"-3,18"	2
01:25.2	"17,75"	"-3,14"	2
01:25.3	"17,43"	"-2,59"	2
01:25.4	"17,36"	"-1,92"	2
01:25.5	"17,37"	"-1,84"	2
01:25.7	"17,41"	"-1,79"	2
01:25.8	"17,41"	"-1,75"	2
01:25.9	"17,53"	"-1,84"	2
01:26.0	"17,54"	"-1,71"	2
01:26.1	"17,54"	"-1,67"	2
01:26.1	"17,58"	"-1,72"	2
01:26.1	"17,54"	"-1,71"	2
01:26.2	"17,36"	"-0,79"	2
01:26.3	"17,04"	"-0,24"	2
01:26.4	"17,00"	"-0,20"	2
01:26.5	"16,96"	"-0,20"	2
01:26.9	"17,00"	"-0,16"	2
01:27.2	"17,00"	"-0,12"	2
01:27.3	"16,81"	"0,39"	2
01:27.4	"16,28"	"1,03"	2
01:27.5	"16,08"	"1,11"	2
01:27.6	"16,08"	"1,12"	2
01:27.7	"16,04"	"1,12"	2
01:27.9	"16,08"	"1,16"	2
01:28.2	"16,08"	"1,11"	2
01:28.3	"16,08"	"1,16"	2
01:28.4	"16,00"	"1,28"	2
01:28.5	"16,04"	"1,32"	2
01:28.7	"16,04"	"1,28"	2
01:28.8	"16,00"	"1,24"	2
01:28.9	"15,96"	"1,29"	2
01:29.0	"15,96"	"1,28"	2
01:29.0	"15,96"	"1,24"	2
01:29.2	"16,00"	"1,24"	2
01:29.3	"15,80"	"1,50"	2
01:29.4	"15,23"	"1,93"	2
01:29.7	"15,19"	"1,93"	2
01:29.9	"15,23"	"1,93"	2
01:30.0	"15,19"	"1,93"	2
01:30.2	"14,62"	"2,32"	2
01:30.3	"13,67"	"2,68"	2
01:30.4	"13,59"	"2,69"	2
01:30.5	"13,59"	"2,68"	2
01:30.5	"13,54"	"2,69"	2
01:30.7	"13,50"	"2,73"	2
01:30.8	"13,55"	"2,73"	2
01:30.9	"13,54"	"2,73"	2
01:30.9	"13,05"	"2,95"	2
01:31.0	"12,51"	"3,09"	2
01:31.2	"12,43"	"3,01"	2
01:31.4	"12,39"	"3,01"	2
01:31.5	"12,34"	"2,97"	2
01:31.7	"11,55"	"2,91"	2
01:31.8	"10,92"	"2,68"	2
01:31.9	"10,96"	"2,59"	2
01:32.1	"10,87"	"2,51"	2
01:32.2	"10,83"	"2,47"	2
01:32.3	"10,79"	"2,51"	2
01:32.4	"10,75"	"2,56"	2
01:32.6	"10,07"	"2,16"	2
01:32.7	"9,21"	"1,06"	2
01:32.8	"9,16"	"0,77"	2
01:32.9	"9,20"	"0,69"	2
01:33.1	"9,16"	"0,60"	2
01:33.2	"9,12"	"0,65"	2
01:33.3	"8,99"	"0,57"	2
01:33.3	"8,95"	"0,57"	2
01:33.4	"8,47"	"-0,13"	2
01:33.6	"7,97"	"-1,49"	2
01:33.7	"7,96"	"-1,86"	2
01:33.8	"8,04"	"-1,90"	2
01:33.9	"8,04"	"-1,99"	2
01:34.1	"8,12"	"-2,07"	2
01:34.2	"7,99"	"-2,49"	2
01:34.3	"7,67"	"-3,52"	2
01:34.4	"7,62"	"-3,56"	2
01:34.7	"7,62"	"-3,60"	2
02:18.7	"8,07"	"-10,17"	3
02:18.8	"8,23"	"-10,46"	3
02:18.9	"8,23"	"-10,42"	3
02:19.0	"8,27"	"-10,42"	3
02:19.1	"8,27"	"-10,46"	3
02:19.3	"8,27"	"-10,42"	3
02:19.4	"8,31"	"-10,42"	3
02:19.5	"8,59"	"-10,80"	3
02:19.6	"8,71"	"-10,97"	3
02:19.8	"8,71"	"-10,98"	3
02:19.9	"8,75"	"-11,02"	3
02:20.0	"8,71"	"-11,02"	3
02:20.1	"8,79"	"-11,10"	3
02:20.3	"9,16"	"-11,53"	3
02:20.4	"9,24"	"-11,61"	3
02:20.5	"9,28"	"-11,66"	3
02:20.6	"9,28"	"-11,70"	3
02:20.8	"9,24"	"-11,66"	3
02:20.9	"9,32"	"-11,74"	3
02:21.0	"9,84"	"-12,30"	3
02:21.1	"10,04"	"-12,47"	3
02:21.3	"10,09"	"-12,51"	3
02:21.4	"10,08"	"-12,51"	3
02:21.6	"10,41"	"-12,77"	3
02:21.8	"11,18"	"-13,38"	3
02:21.9	"11,22"	"-13,38"	3
02:22.0	"11,27"	"-13,38"	3
02:22.3	"11,26"	"-13,42"	3
02:22.3	"11,27"	"-13,42"	3
02:22.4	"11,67"	"-13,76"	3
02:22.5	"12,08"	"-14,02"	3
02:22.6	"12,21"	"-13,99"	3
02:22.8	"12,33"	"-14,11"	3
02:23.0	"12,28"	"-14,16"	3
02:23.1	"12,28"	"-14,15"	3
02:23.1	"12,29"	"-14,15"	3
02:23.2	"12,29"	"-14,11"	3
02:23.2	"12,29"	"-14,15"	3
02:23.3	"12,33"	"-14,24"	3
02:23.4	"12,33"	"-14,28"	3
02:23.5	"12,33"	"-14,24"	3
02:23.8	"12,37"	"-14,24"	3
02:24.0	"12,37"	"-14,20"	3
02:38.9	"15,18"	"-15,42"	4
02:39.0	"15,30"	"-15,50"	4
02:39.2	"15,34"	"-15,42"	4
02:39.3	"15,35"	"-15,38"	4
02:39.4	"16,05"	"-15,48"	4
02:39.5	"16,80"	"-15,46"	4
02:39.7	"16,80"	"-15,42"	4
02:39.9	"17,01"	"-15,47"	4
02:40.0	"17,05"	"-15,47"	4
02:40.2	"17,09"	"-15,43"	4
02:40.3	"17,05"	"-15,39"	4
02:40.4	"17,43"	"-15,31"	4
02:40.5	"17,43"	"-15,32"	4
02:40.5	"18,14"	"-15,21"	4
02:40.7	"18,22"	"-15,21"	4
02:40.8	"18,26"	"-15,21"	4
02:41.0	"18,35"	"-15,26"	4
02:41.2	"19,05"	"-15,36"	4
02:41.3	"19,22"	"-15,37"	4
02:41.4	"19,26"	"-15,37"	4
02:41.5	"19,34"	"-15,41"	4
02:41.7	"19,34"	"-15,45"	4
02:41.8	"19,38"	"-15,50"	4
02:41.9	"19,63"	"-15,63"	4
02:42.0	"19,75"	"-15,63"	4
02:42.4	"19,79"	"-15,63"	4
02:42.5	"20,33"	"-15,86"	4
02:42.7	"20,70"	"-15,95"	4
02:42.8	"20,74"	"-15,95"	4
02:42.9	"20,86"	"-16,04"	4
02:43.0	"20,95"	"-16,13"	4
02:43.2	"20,95"	"-16,17"	4
02:43.3	"20,94"	"-16,21"	4
02:43.4	"20,90"	"-16,21"	4
02:43.4	"20,94"	"-16,21"	4
02:43.4	"20,94"	"-16,29"	4
02:43.5	"21,30"	"-16,80"	4
02:43.7	"21,67"	"-17,14"	4
02:43.8	"21,71"	"-17,10"	4
02:43.9	"21,79"	"-17,19"	4
02:44.1	"21,83"	"-17,32"	4
02:44.2	"21,83"	"-17,36"	4
02:44.6	"21,82"	"-17,44"	4
02:44.7	"21,86"	"-17,57"	4
02:44.8	"21,90"	"-17,61"	4
02:45.1	"21,86"	"-17,65"	4
02:45.3	"21,90"	"-17,65"	4
03:44.9	"30,29"	"-21,84"	5
03:44.9	"30,64"	"-21,43"	5
03:45.0	"30,59"	"-20,35"	5
03:45.2	"30,26"	"-19,96"	5
03:45.4	"29,99"	"-19,37"	5
03:45.5	"29,43"	"-18,48"	5
03:45.7	"29,40"	"-18,32"	5
03:45.8	"28,24"	"-18,03"	5
03:45.9	"26,71"	"-17,70"	5
03:46.0	"26,71"	"-17,66"	5
03:46.1	"26,75"	"-17,66"	5
