time	x	y	
01:46.1	"5,60"	"-7,94"	1
01:46.2	"5,69"	"-7,98"	1
01:46.3	"5,81"	"-7,98"	1
01:46.4	"5,85"	"-7,98"	1
01:46.6	"5,81"	"-7,98"	1
01:46.8	"5,85"	"-8,02"	1
01:47.0	"5,90"	"-8,03"	1
01:47.3	"5,94"	"-8,07"	1
01:47.5	"5,98"	"-8,11"	1
01:47.6	"6,02"	"-8,11"	1
01:47.8	"6,07"	"-8,11"	1
01:48.0	"6,11"	"-8,11"	1
01:48.0	"6,11"	"-8,15"	1
01:48.1	"6,15"	"-8,19"	1
01:48.2	"6,19"	"-8,24"	1
01:48.3	"6,27"	"-8,28"	1
01:48.5	"6,35"	"-8,36"	1
01:48.6	"6,44"	"-8,45"	1
01:48.7	"6,52"	"-8,53"	1
01:48.8	"6,56"	"-8,57"	1
01:49.0	"6,60"	"-8,62"	1
01:49.1	"6,60"	"-8,58"	1
01:49.3	"6,56"	"-8,58"	1
01:49.5	"6,60"	"-8,66"	1
01:49.6	"6,64"	"-8,74"	1
01:49.7	"6,68"	"-8,74"	1
01:50.0	"6,69"	"-8,74"	1
01:50.1	"6,73"	"-8,74"	1
01:50.3	"6,72"	"-8,74"	1
01:50.6	"6,73"	"-8,74"	1
01:51.2	"6,69"	"-8,74"	1
01:51.5	"6,73"	"-8,74"	1
01:51.7	"6,69"	"-8,74"	1
01:51.8	"6,73"	"-8,74"	1
04:46.2	"6,37"	"-10,31"	2
04:46.4	"6,37"	"-10,27"	2
04:46.6	"6,41"	"-10,35"	2
04:46.8	"6,37"	"-10,35"	2
04:46.9	"6,33"	"-10,31"	2
04:47.1	"6,33"	"-10,35"	2
04:47.4	"6,33"	"-10,31"	2
04:47.5	"6,25"	"-10,19"	2
04:47.8	"6,29"	"-10,35"	2
04:47.9	"6,33"	"-10,48"	2
04:48.0	"6,38"	"-10,44"	2
04:48.3	"6,42"	"-10,48"	2
04:48.4	"6,33"	"-10,35"	2
04:48.5	"6,17"	"-10,18"	2
04:48.6	"5,96"	"-10,31"	2
04:48.8	"6,00"	"-10,47"	2
04:48.9	"6,04"	"-10,47"	2
04:48.9	"6,04"	"-10,48"	2
04:49.0	"6,00"	"-10,39"	2
04:49.1	"5,92"	"-10,43"	2
04:49.3	"5,88"	"-10,43"	2
04:49.4	"5,88"	"-10,39"	2
04:49.5	"5,88"	"-10,35"	2
04:49.6	"5,88"	"-10,31"	2
04:50.0	"5,88"	"-10,35"	2
04:50.1	"5,84"	"-10,27"	2
04:50.3	"5,75"	"-10,10"	2
04:50.4	"5,71"	"-10,06"	2
04:50.5	"5,72"	"-10,06"	2
04:50.5	"5,71"	"-10,10"	2
04:50.6	"5,72"	"-10,10"	2
04:50.6	"5,71"	"-10,22"	2
04:50.7	"5,72"	"-10,22"	2
04:50.7	"5,67"	"-10,22"	2
04:50.8	"5,72"	"-10,31"	2
04:51.0	"5,68"	"-10,26"	2
04:51.1	"5,72"	"-10,26"	2
04:51.2	"5,72"	"-10,27"	2
04:51.4	"5,72"	"-10,22"	2
04:51.5	"5,71"	"-10,22"	2
04:51.6	"5,76"	"-10,23"	2
04:51.6	"5,76"	"-10,22"	2
04:51.7	"5,75"	"-10,22"	2
04:51.8	"5,71"	"-10,14"	2
04:51.8	"5,71"	"-10,18"	2
04:52.0	"5,71"	"-10,14"	2
04:52.1	"5,71"	"-10,10"	2
04:52.3	"5,67"	"-10,10"	2
