time	x	y	
02:47.7	"26,41"	"-19,38"	1
02:47.7	"26,42"	"-19,38"	1
02:47.8	"26,61"	"-18,89"	1
02:47.9	"26,69"	"-18,77"	1
02:48.1	"26,73"	"-18,77"	1
02:48.2	"26,77"	"-18,73"	1
02:48.3	"26,33"	"-18,38"	1
02:48.4	"24,60"	"-17,47"	1
02:48.6	"22,80"	"-16,56"	1
02:48.7	"22,19"	"-16,16"	1
02:48.8	"21,59"	"-15,76"	1
02:48.9	"20,86"	"-14,37"	1
02:49.1	"20,70"	"-13,85"	1
02:49.2	"20,70"	"-13,77"	1
02:49.3	"20,78"	"-13,69"	1
02:49.4	"20,78"	"-13,65"	1
02:49.6	"20,82"	"-13,69"	1
02:49.7	"20,82"	"-13,65"	1
02:49.8	"20,90"	"-13,37"	1
02:49.9	"21,01"	"-12,73"	1
02:50.1	"20,69"	"-11,81"	1
02:50.2	"19,40"	"-10,85"	1
02:50.3	"19,11"	"-9,18"	1
02:50.4	"19,59"	"-8,77"	1
02:50.6	"18,88"	"-10,74"	1
02:50.7	"17,73"	"-11,98"	1
02:50.8	"16,89"	"-12,11"	1
02:50.9	"16,69"	"-12,07"	1
02:51.1	"16,61"	"-12,07"	1
02:51.2	"16,56"	"-11,47"	1
02:51.3	"16,99"	"-9,39"	1
02:51.4	"17,59"	"-8,86"	1
02:51.6	"17,68"	"-10,70"	1
02:51.7	"16,04"	"-11,03"	1
02:51.8	"15,28"	"-10,16"	1
02:51.9	"15,08"	"-10,16"	1
02:52.1	"15,12"	"-10,20"	1
02:52.2	"15,16"	"-10,20"	1
02:52.3	"15,20"	"-10,04"	1
02:52.4	"15,35"	"-9,84"	1
02:52.6	"15,59"	"-9,04"	1
02:52.7	"17,01"	"-5,91"	1
02:52.8	"16,27"	"-3,03"	1
02:52.9	"13,03"	"-2,41"	1
02:53.1	"14,07"	"-2,80"	1
02:53.2	"14,91"	"-3,08"	1
02:53.3	"15,44"	"-3,99"	1
02:53.4	"14,28"	"-3,80"	1
02:53.6	"13,27"	"-2,61"	1
02:53.7	"12,14"	"-1,57"	1
02:53.8	"11,30"	"-0,94"	1
02:53.9	"9,65"	"0,21"	1
02:54.1	"9,13"	"0,49"	1
02:54.2	"9,01"	"0,49"	1
02:54.3	"9,01"	"0,57"	1
02:54.4	"9,01"	"0,61"	1
02:54.6	"9,01"	"0,57"	1
02:54.7	"9,05"	"0,45"	1
02:54.8	"8,97"	"0,05"	1
02:54.9	"8,09"	"-0,44"	1
02:55.1	"4,58"	"-2,22"	1
04:05.8	"15,09"	"-19,69"	2
04:05.8	"15,71"	"-17,21"	2
04:05.9	"17,72"	"-10,95"	2
04:06.1	"18,44"	"-9,42"	2
04:06.2	"18,91"	"-8,54"	2
04:06.4	"18,33"	"-5,66"	2
04:06.5	"18,33"	"-5,62"	2
04:06.6	"17,80"	"-2,82"	2
04:06.7	"17,94"	"-0,46"	2
04:06.8	"17,90"	"-0,42"	2
04:07.0	"17,94"	"-0,42"	2
04:07.1	"19,22"	"0,07"	2
04:07.2	"20,56"	"4,08"	2
04:07.3	"16,93"	"4,54"	2
04:07.4	"15,75"	"-3,80"	2
04:07.6	"15,92"	"-5,84"	2
04:07.8	"16,49"	"-6,44"	2
04:07.9	"19,26"	"-8,42"	2
04:08.0	"19,22"	"-8,42"	2
04:08.1	"21,16"	"-11,63"	2
04:08.2	"24,17"	"-14,09"	2
04:08.3	"24,13"	"-14,17"	2
04:08.6	"24,25"	"-14,25"	2
04:08.7	"24,45"	"-13,09"	2
04:08.8	"23,79"	"-9,88"	2
04:08.9	"23,71"	"-9,60"	2
04:08.9	"23,86"	"-8,95"	2
04:09.1	"23,98"	"-8,59"	2
04:09.3	"24,54"	"-8,11"	2
04:09.4	"25,98"	"-8,02"	2
04:09.6	"26,46"	"-8,38"	2
04:09.7	"27,03"	"-9,14"	2
04:10.0	"27,44"	"-11,57"	2
04:10.0	"27,48"	"-11,61"	2
04:10.1	"27,57"	"-13,41"	2
04:10.2	"27,53"	"-13,65"	2
04:10.3	"27,77"	"-12,73"	2
04:10.5	"28,85"	"-12,97"	2
04:10.7	"29,09"	"-13,04"	2
04:10.8	"29,09"	"-13,05"	2
04:10.8	"29,17"	"-13,20"	2
04:10.9	"29,17"	"-13,21"	2
04:11.0	"29,05"	"-13,49"	2
04:11.0	"29,09"	"-13,45"	2
04:11.1	"28,58"	"-14,65"	2
04:11.2	"29,68"	"-17,28"	2
04:11.5	"30,80"	"-17,72"	2
04:11.6	"31,70"	"-15,15"	2
04:11.7	"31,22"	"-14,22"	2
04:11.8	"31,05"	"-13,63"	2
04:12.0	"31,09"	"-13,51"	2
04:12.2	"31,09"	"-13,23"	2
04:12.3	"32,03"	"-10,78"	2
04:12.5	"32,15"	"-9,58"	2
04:12.6	"32,27"	"-9,54"	2
04:12.8	"32,15"	"-9,30"	2
04:13.0	"29,98"	"-7,99"	2
04:13.1	"27,98"	"-8,00"	2
04:13.2	"30,04"	"-11,21"	2
04:13.2	"29,96"	"-11,29"	2
04:13.3	"30,79"	"-10,57"	2
04:13.6	"30,87"	"-10,57"	2
04:13.7	"30,43"	"-10,61"	2
04:13.8	"30,32"	"-11,89"	2
04:14.0	"30,64"	"-11,97"	2
04:14.1	"30,48"	"-12,01"	2
04:14.3	"30,48"	"-12,05"	2
04:14.5	"30,40"	"-12,13"	2
04:14.6	"30,37"	"-12,25"	2
04:14.7	"31,07"	"-9,60"	2
04:14.8	"31,70"	"-7,68"	2
04:15.1	"31,70"	"-7,64"	2
04:15.1	"30,60"	"-4,80"	2
04:15.2	"29,68"	"-4,97"	2
04:15.3	"28,44"	"-5,46"	2
04:15.5	"24,57"	"-6,04"	2
04:15.7	"23,88"	"-5,32"	2
04:15.8	"23,88"	"-5,20"	2
04:16.0	"24,00"	"-4,88"	2
04:16.1	"25,07"	"-3,44"	2
04:16.2	"28,62"	"-0,73"	2
04:16.5	"29,29"	"-0,29"	2
04:16.6	"29,53"	"-0,33"	2
04:16.6	"29,57"	"-0,33"	2
04:16.7	"29,61"	"-0,29"	2
04:16.8	"30,66"	"-1,28"	2
04:17.0	"30,79"	"-2,32"	2
04:17.2	"30,79"	"-2,36"	2
04:17.3	"30,79"	"-2,40"	2
04:17.5	"30,55"	"-2,68"	2
04:17.6	"27,09"	"-5,93"	2
04:17.6	"27,01"	"-6,21"	2
04:17.7	"26,49"	"-6,73"	2
04:18.0	"25,02"	"-8,30"	2
04:18.0	"24,98"	"-8,34"	2
04:18.1	"22,95"	"-9,79"	2
04:18.1	"22,99"	"-9,75"	2
04:18.2	"22,95"	"-9,79"	2
04:18.2	"21,51"	"-10,84"	2
04:18.2	"21,55"	"-10,80"	2
04:18.3	"21,51"	"-10,84"	2
04:18.3	"21,55"	"-10,80"	2
04:18.3	"17,01"	"-13,75"	2
04:18.6	"16,49"	"-14,43"	2
04:18.7	"15,97"	"-14,75"	2
04:18.8	"15,42"	"-15,20"	2
04:20.1	"19,40"	"-20,10"	3
04:20.1	"21,80"	"-16,21"	3
04:20.2	"21,66"	"-13,29"	3
04:20.3	"22,04"	"-10,17"	3
04:20.5	"24,49"	"-5,84"	3
04:20.6	"27,73"	"-5,10"	3
04:20.8	"28,74"	"-6,01"	3
04:21.0	"29,83"	"-7,97"	3
04:21.1	"31,64"	"-10,76"	3
04:21.2	"34,04"	"-14,73"	3
04:21.5	"31,30"	"-16,36"	3
04:21.6	"29,39"	"-15,41"	3
04:21.7	"29,43"	"-15,21"	3
04:21.8	"29,59"	"-14,89"	3
04:22.0	"32,55"	"-14,59"	3
04:22.2	"30,66"	"-15,85"	3
04:22.3	"25,43"	"-17,84"	3
04:22.5	"25,27"	"-18,08"	3
04:22.6	"25,59"	"-18,24"	3
04:22.7	"25,67"	"-18,28"	3
04:23.0	"25,59"	"-18,12"	3
04:23.1	"25,59"	"-17,88"	3
04:23.2	"25,67"	"-17,72"	3
04:23.3	"25,79"	"-17,96"	3
04:23.5	"23,79"	"-18,05"	3
04:23.7	"22,78"	"-16,85"	3
04:23.8	"22,25"	"-15,74"	3
04:23.9	"22,21"	"-15,74"	3
04:24.0	"21,89"	"-15,30"	3
04:24.1	"21,37"	"-14,82"	3
04:24.2	"19,20"	"-13,71"	3
04:24.4	"16,76"	"-13,13"	3
04:24.5	"15,16"	"-13,18"	3
04:24.6	"14,28"	"-13,74"	3
04:24.7	"14,12"	"-13,83"	3
04:24.8	"14,12"	"-13,82"	3
04:24.9	"14,37"	"-15,26"	3
04:25.0	"14,37"	"-15,30"	3
04:25.1	"14,25"	"-15,94"	3
04:25.2	"14,78"	"-17,62"	3
04:25.4	"19,09"	"-20,08"	3
04:25.5	"22,82"	"-20,31"	3
04:25.6	"27,57"	"-19,45"	3
04:25.9	"28,13"	"-19,08"	3
04:26.0	"28,00"	"-17,52"	3
04:26.1	"27,08"	"-17,01"	3
04:26.2	"25,69"	"-18,26"	3
04:26.4	"25,73"	"-18,66"	3
04:26.6	"25,89"	"-18,62"	3
04:26.7	"26,13"	"-18,17"	3
04:26.9	"27,43"	"-15,29"	3
04:27.0	"27,82"	"-14,20"	3
04:27.0	"27,86"	"-14,20"	3
04:27.1	"27,10"	"-13,89"	3
04:27.2	"27,27"	"-14,65"	3
04:27.4	"27,59"	"-14,52"	3
04:27.5	"27,66"	"-14,24"	3
04:27.6	"27,70"	"-13,68"	3
04:27.7	"27,66"	"-13,32"	3
04:27.9	"27,50"	"-13,32"	3
04:28.0	"27,54"	"-13,32"	3
04:28.1	"27,50"	"-13,20"	3
04:28.2	"27,46"	"-13,12"	3
04:28.4	"27,42"	"-13,08"	3
04:28.5	"27,22"	"-12,93"	3
04:28.6	"25,88"	"-9,71"	3
04:28.7	"26,78"	"-7,35"	3
04:28.9	"27,78"	"-6,14"	3
04:29.0	"28,06"	"-6,06"	3
04:29.1	"28,10"	"-6,10"	3
04:29.2	"27,82"	"-6,98"	3
04:29.4	"27,82"	"-7,02"	3
04:29.5	"27,78"	"-7,22"	3
04:29.6	"27,94"	"-7,58"	3
04:29.7	"28,75"	"-8,17"	3
04:29.9	"29,39"	"-8,17"	3
04:30.0	"29,83"	"-7,89"	3
04:30.1	"30,22"	"-7,28"	3
04:30.2	"30,42"	"-6,32"	3
04:30.4	"32,42"	"-5,83"	3
04:30.5	"35,06"	"-6,14"	3
04:30.6	"36,32"	"-6,79"	3
