time	x	y	
01:06.3	"27,72"	"20,74"	1
01:06.4	"28,25"	"20,23"	1
01:06.5	"28,70"	"19,55"	1
01:06.6	"29,10"	"19,08"	1
01:06.7	"29,11"	"19,08"	1
01:06.8	"29,51"	"18,48"	1
01:06.9	"29,76"	"17,64"	1
01:07.0	"29,65"	"17,16"	1
01:07.1	"29,08"	"17,56"	1
01:07.3	"28,88"	"17,91"	1
01:07.3	"28,88"	"17,92"	1
01:07.4	"28,76"	"17,63"	1
01:07.5	"28,77"	"17,31"	1
01:07.6	"28,81"	"17,19"	1
01:07.8	"28,93"	"16,76"	1
01:07.9	"29,18"	"16,20"	1
01:08.0	"29,27"	"15,60"	1
01:08.1	"29,00"	"14,96"	1
01:08.3	"28,60"	"14,47"	1
01:08.4	"28,13"	"13,79"	1
01:08.5	"27,66"	"12,82"	1
01:08.6	"27,39"	"11,66"	1
01:08.7	"27,40"	"11,66"	1
01:08.8	"27,57"	"10,50"	1
01:08.9	"27,98"	"9,26"	1
01:09.0	"28,43"	"8,51"	1
01:09.1	"28,76"	"8,03"	1
01:09.3	"29,13"	"7,24"	1
01:09.4	"29,54"	"5,84"	1
01:09.5	"29,40"	"4,56"	1
01:09.6	"27,87"	"2,18"	1
01:09.8	"27,56"	"1,10"	1
01:09.9	"27,68"	"0,58"	1
01:10.0	"27,77"	"0,26"	1
01:10.1	"27,89"	"0,06"	1
01:10.3	"28,02"	"-0,46"	1
01:10.4	"28,17"	"-3,34"	1
01:10.5	"28,14"	"-4,10"	1
01:10.6	"28,47"	"-4,85"	1
01:19.1	"24,81"	"-6,03"	2
01:19.2	"24,37"	"-6,32"	2
01:19.2	"24,37"	"-6,28"	2
01:19.3	"23,33"	"-6,21"	2
01:19.4	"25,05"	"-6,11"	2
01:19.5	"25,61"	"-5,74"	2
01:19.7	"25,60"	"-5,18"	2
01:19.8	"25,44"	"-4,83"	2
01:19.9	"25,76"	"-5,06"	2
01:20.0	"25,65"	"-5,62"	2
01:20.2	"25,37"	"-5,75"	2
01:20.3	"25,37"	"-5,91"	2
01:20.4	"25,53"	"-6,10"	2
01:20.5	"25,69"	"-6,22"	2
01:20.7	"25,89"	"-6,18"	2
01:20.8	"26,24"	"-5,46"	2
01:20.9	"26,51"	"-4,69"	2
01:21.0	"26,95"	"-4,17"	2
01:21.2	"27,10"	"-3,64"	2
01:21.2	"27,10"	"-3,65"	2
01:21.3	"27,06"	"-3,21"	2
01:21.4	"27,09"	"-3,08"	2
01:21.5	"27,10"	"-3,20"	2
01:21.7	"27,06"	"-3,81"	2
01:21.7	"27,06"	"-3,80"	2
01:21.8	"27,87"	"-4,20"	2
01:21.9	"29,23"	"-4,10"	2
01:22.0	"29,27"	"-4,10"	2
01:22.0	"29,86"	"-3,81"	2
01:22.2	"29,90"	"-3,65"	2
01:22.4	"29,86"	"-3,65"	2
01:22.5	"29,87"	"-3,65"	2
01:22.5	"29,83"	"-3,77"	2
01:22.7	"29,75"	"-3,77"	2
01:22.8	"29,54"	"-3,77"	2
01:22.9	"29,26"	"-3,74"	2
01:23.0	"28,90"	"-3,74"	2
01:23.2	"28,70"	"-3,71"	2
01:23.3	"28,46"	"-3,79"	2
01:23.4	"27,75"	"-4,04"	2
01:23.5	"26,83"	"-4,53"	2
01:23.7	"26,04"	"-5,06"	2
01:23.8	"25,84"	"-5,18"	2
01:23.9	"25,80"	"-5,14"	2
01:24.0	"25,52"	"-5,18"	2
01:24.2	"25,48"	"-5,18"	2
01:24.3	"25,28"	"-5,22"	2
01:24.4	"25,00"	"-5,43"	2
01:24.5	"24,84"	"-5,43"	2
01:24.7	"24,44"	"-5,27"	2
01:24.8	"24,24"	"-5,12"	2
01:24.9	"24,24"	"-5,11"	2
01:24.9	"23,59"	"-4,24"	2
01:25.0	"23,54"	"-3,68"	2
01:25.2	"23,42"	"-3,52"	2
01:25.3	"23,26"	"-3,29"	2
01:25.4	"23,17"	"-3,09"	2
01:26.1	"22,83"	"-2,82"	3
01:26.2	"22,79"	"-2,75"	3
01:26.3	"22,34"	"-1,99"	3
01:26.4	"22,26"	"-1,83"	3
01:26.5	"21,24"	"-0,28"	3
01:26.7	"21,08"	"-0,08"	3
01:26.9	"21,08"	"-0,04"	3
01:27.0	"21,00"	"0,03"	3
01:27.2	"20,96"	"0,07"	3
01:27.3	"20,84"	"0,39"	3
01:27.4	"20,88"	"0,39"	3
01:27.5	"20,88"	"0,43"	3
01:27.5	"20,92"	"0,39"	3
01:27.7	"20,88"	"0,47"	3
01:27.8	"20,84"	"0,63"	3
01:27.9	"20,83"	"0,87"	3
01:28.0	"20,87"	"0,87"	3
01:28.2	"20,79"	"1,03"	3
01:28.2	"20,75"	"1,03"	3
01:28.4	"20,63"	"1,03"	3
01:28.5	"19,70"	"2,10"	3
01:28.7	"19,54"	"2,26"	3
01:28.8	"19,41"	"2,50"	3
01:28.9	"19,33"	"2,50"	3
01:29.0	"19,25"	"2,58"	3
01:29.2	"19,21"	"2,85"	3
01:29.3	"19,21"	"2,86"	3
01:29.3	"19,21"	"3,02"	3
01:29.4	"19,17"	"3,05"	3
01:29.6	"19,20"	"3,53"	3
01:29.7	"18,99"	"4,49"	3
01:29.8	"18,54"	"5,45"	3
01:29.8	"18,54"	"5,49"	3
01:29.9	"18,33"	"6,08"	3
01:30.1	"18,45"	"6,29"	3
01:30.2	"19,24"	"6,53"	3
01:30.3	"19,68"	"6,86"	3
01:30.4	"19,84"	"6,98"	3
01:30.6	"20,08"	"7,19"	3
01:30.6	"20,07"	"7,19"	3
01:30.7	"20,59"	"7,75"	3
01:30.8	"21,30"	"8,24"	3
01:30.9	"21,61"	"8,88"	3
01:31.0	"21,62"	"8,88"	3
01:31.1	"21,73"	"9,13"	3
01:31.2	"21,77"	"9,21"	3
01:33.0	"22,26"	"8,81"	4
01:33.1	"22,34"	"9,09"	4
01:33.2	"22,45"	"9,73"	4
01:33.3	"25,36"	"11,41"	4
01:33.4	"25,92"	"11,58"	4
01:33.6	"26,64"	"11,54"	4
01:33.7	"27,16"	"11,19"	4
01:33.8	"28,49"	"10,41"	4
01:33.9	"29,61"	"10,26"	4
01:34.1	"30,01"	"10,26"	4
01:34.1	"30,01"	"10,22"	4
01:34.2	"30,13"	"10,18"	4
01:34.3	"30,13"	"10,19"	4
01:34.3	"30,25"	"10,27"	4
01:34.4	"30,77"	"10,71"	4
01:34.6	"31,08"	"11,28"	4
01:34.7	"31,36"	"11,84"	4
01:34.8	"31,47"	"12,32"	4
01:34.9	"31,43"	"12,68"	4
01:35.1	"31,26"	"13,08"	4
01:35.2	"30,74"	"13,47"	4
01:35.3	"30,17"	"13,67"	4
01:35.4	"30,29"	"13,79"	4
01:35.6	"30,53"	"13,95"	4
01:35.7	"30,57"	"13,99"	4
01:35.8	"30,53"	"13,99"	4
01:35.9	"30,41"	"13,95"	4
01:36.1	"30,45"	"13,91"	4
01:36.2	"30,57"	"14,07"	4
01:36.3	"30,45"	"14,23"	4
01:36.4	"30,37"	"14,31"	4
01:36.6	"30,44"	"14,43"	4
01:36.7	"30,48"	"14,55"	4
01:36.8	"30,52"	"14,75"	4
01:36.9	"30,56"	"14,83"	4
01:37.1	"30,76"	"14,91"	4
01:37.2	"31,00"	"14,88"	4
01:37.3	"32,04"	"15,09"	4
01:37.4	"32,56"	"15,26"	4
01:37.5	"32,55"	"15,26"	4
01:37.6	"32,71"	"15,34"	4
01:37.6	"32,71"	"15,38"	4
01:37.7	"32,83"	"15,58"	4
01:37.8	"32,83"	"15,74"	4
01:37.9	"33,11"	"15,86"	4
01:38.1	"33,18"	"16,66"	4
01:38.1	"33,18"	"16,67"	4
01:38.2	"32,97"	"17,26"	4
01:38.3	"33,29"	"17,63"	4
01:38.4	"34,01"	"17,60"	4
01:38.6	"34,81"	"17,52"	4
01:38.7	"35,21"	"17,57"	4
01:38.8	"35,45"	"17,29"	4
01:38.9	"35,38"	"16,77"	4
01:39.1	"35,58"	"16,37"	4
01:39.2	"36,31"	"15,82"	4
01:39.3	"37,23"	"15,87"	4
01:39.4	"37,63"	"15,88"	4
01:39.6	"37,87"	"15,84"	4
01:39.7	"38,23"	"15,88"	4
01:39.8	"38,46"	"16,37"	4
01:39.9	"39,43"	"16,06"	4
01:40.0	"39,43"	"16,02"	4
01:40.1	"40,84"	"15,03"	4
01:40.2	"41,48"	"15,00"	4
