time	x	y	
01:12.0	"18,84"	"-6,05"	1
01:12.1	"21,18"	"-3,55"	1
01:12.3	"21,62"	"-3,51"	1
01:12.4	"22,27"	"-4,18"	1
01:12.5	"22,32"	"-5,98"	1
01:12.6	"21,78"	"-7,67"	1
01:12.8	"21,30"	"-8,63"	1
01:12.9	"22,66"	"-8,38"	1
01:13.0	"24,10"	"-8,13"	1
01:13.1	"24,38"	"-8,04"	1
01:13.3	"23,93"	"-6,65"	1
01:13.4	"22,06"	"-3,44"	1
01:13.4	"22,06"	"-3,40"	1
01:13.5	"21,97"	"-2,36"	1
01:13.6	"22,64"	"-5,58"	1
01:13.8	"24,22"	"-8,57"	1
01:13.9	"25,84"	"-10,75"	1
01:14.0	"25,88"	"-10,79"	1
01:14.0	"28,23"	"-13,17"	1
01:14.1	"30,12"	"-14,03"	1
01:14.3	"31,76"	"-14,34"	1
01:14.4	"33,00"	"-14,57"	1
01:14.5	"34,01"	"-15,12"	1
01:14.6	"34,53"	"-15,44"	1
01:14.8	"35,01"	"-15,63"	1
01:14.9	"35,69"	"-15,75"	1
01:15.0	"36,73"	"-15,74"	1
01:15.1	"37,77"	"-15,65"	1
01:15.3	"38,53"	"-15,40"	1
01:15.4	"39,29"	"-14,96"	1
01:15.5	"39,72"	"-14,27"	1
01:15.6	"39,64"	"-13,91"	1
01:15.8	"39,52"	"-13,71"	1
01:15.9	"38,19"	"-12,55"	1
01:16.0	"36,39"	"-12,72"	1
01:16.1	"35,95"	"-13,09"	1
01:16.2	"35,95"	"-13,08"	1
01:16.3	"35,76"	"-13,41"	1
01:16.4	"35,64"	"-13,69"	1
01:16.5	"35,24"	"-13,89"	1
01:16.6	"34,80"	"-13,93"	1
01:16.8	"34,60"	"-13,90"	1
01:16.9	"34,04"	"-13,86"	1
01:17.0	"33,28"	"-13,67"	1
01:17.2	"29,83"	"-12,94"	1
01:17.3	"27,22"	"-12,56"	1
01:17.4	"25,98"	"-12,53"	1
01:17.5	"25,30"	"-12,66"	1
01:17.7	"24,66"	"-12,42"	1
01:17.8	"24,06"	"-12,19"	1
01:17.9	"23,62"	"-11,95"	1
01:18.0	"23,13"	"-11,64"	1
01:18.2	"20,41"	"-8,11"	1
01:18.3	"19,72"	"-7,23"	1
01:18.4	"19,46"	"-2,60"	1
01:18.5	"22,76"	"-0,64"	1
01:18.7	"27,19"	"0,32"	1
01:18.8	"30,78"	"1,03"	1
01:18.8	"30,78"	"1,07"	1
01:18.9	"32,06"	"1,24"	1
01:19.0	"32,90"	"1,29"	1
01:19.2	"33,62"	"1,29"	1
01:19.3	"34,30"	"1,34"	1
01:19.4	"34,30"	"1,30"	1
01:19.4	"34,94"	"1,39"	1
01:19.4	"34,94"	"1,42"	1
01:19.5	"35,54"	"1,47"	1
01:19.7	"36,18"	"1,64"	1
01:19.7	"36,18"	"1,63"	1
01:19.8	"36,82"	"2,12"	1
01:19.9	"37,21"	"2,68"	1
