time	x	y	
01:14.7	"31,98"	"-2,02"	1
01:14.9	"32,19"	"-2,10"	1
01:15.0	"32,36"	"-2,22"	1
01:15.1	"32,36"	"-2,26"	1
01:15.4	"32,40"	"-2,34"	1
01:15.5	"32,40"	"-2,39"	1
01:15.6	"32,44"	"-2,55"	1
01:15.8	"32,36"	"-2,72"	1
01:15.9	"32,32"	"-2,80"	1
01:16.0	"32,28"	"-2,80"	1
01:16.1	"32,24"	"-2,76"	1
01:16.3	"32,24"	"-2,80"	1
01:16.4	"32,28"	"-3,05"	1
01:16.5	"32,41"	"-3,55"	1
01:16.6	"32,41"	"-3,67"	1
01:16.7	"32,41"	"-3,63"	1
01:16.8	"32,41"	"-3,67"	1
01:16.9	"32,49"	"-3,71"	1
01:17.0	"32,45"	"-3,71"	1
01:17.1	"32,41"	"-3,71"	1
01:17.3	"32,41"	"-3,67"	1
01:17.5	"32,37"	"-3,67"	1
01:17.8	"32,49"	"-3,79"	1
01:17.9	"32,54"	"-3,88"	1
01:18.0	"32,54"	"-3,92"	1
01:18.3	"32,62"	"-4,00"	1
01:18.4	"32,70"	"-4,17"	1
01:18.4	"32,70"	"-4,16"	1
01:18.5	"32,87"	"-4,25"	1
01:18.7	"32,91"	"-4,37"	1
01:18.8	"32,99"	"-4,41"	1
01:18.9	"33,16"	"-4,41"	1
01:19.0	"33,24"	"-4,33"	1
01:19.2	"33,20"	"-4,37"	1
01:19.3	"33,24"	"-4,37"	1
01:19.4	"33,28"	"-4,37"	1
01:19.5	"33,37"	"-4,32"	1
01:19.7	"33,41"	"-4,32"	1
01:19.8	"33,49"	"-4,41"	1
01:20.0	"33,45"	"-4,45"	1
01:20.3	"33,57"	"-4,45"	1
01:20.4	"33,62"	"-4,49"	1
01:20.5	"34,03"	"-4,53"	1
01:20.7	"34,16"	"-4,61"	1
01:20.8	"34,24"	"-4,77"	1
01:20.9	"34,36"	"-4,85"	1
01:21.0	"34,36"	"-4,86"	1
01:21.0	"34,41"	"-4,94"	1
01:21.2	"34,49"	"-5,10"	1
01:21.3	"34,45"	"-5,14"	1
01:21.4	"34,45"	"-5,31"	1
