time	frame	x	y	
02:52.3	-5169	"24,2"	"-17,15"	3
02:52.4	-5173	"24,44"	"-16,91"	3
02:52.6	-5177	"24,96"	"-18,27"	3
02:52.6	-5178	"24,71"	"-19,98"	3
02:52.6	-5179	"24,68"	"-19,91"	3
02:52.7	-5180	"24,69"	"-20,09"	3
02:52.7	-5181	"23,97"	"-20,11"	3
02:52.7	-5182	"24,1"	"-20,16"	3
02:52.8	-5183	"24,05"	"-20,1"	3
02:52.8	-5184	"23,94"	"-18,62"	3
02:52.9	-5188	"25,42"	"-17,54"	3
02:53.1	-5192	"25,02"	"-17,62"	3
02:53.2	-5195	"24,98"	"-17,62"	3
02:53.2	-5196	"24,78"	"-16,46"	3
02:53.3	-5198	"24,82"	"-16,46"	3
02:53.3	-5199	"26,46"	"-15,66"	3
02:53.4	-5203	"27,3"	"-15,82"	3
02:53.6	-5207	"28,06"	"-16,66"	3
02:53.6	-5209	"28,02"	"-16,66"	3
02:53.7	-5211	"27,34"	"-17,02"	3
02:53.8	-5214	"27,78"	"-17,34"	3
02:53.9	-5218	"27,66"	"-17,54"	3
02:54.1	-5222	"26,5"	"-17,38"	3
02:54.2	-5226	"26,82"	"-17,54"	3
02:54.3	-5230	"26,58"	"-17,61"	3
02:54.4	-5233	"26,5"	"-17,57"	3
02:54.6	-5237	"25,74"	"-17,37"	3
02:54.7	-5241	"25,1"	"-15,98"	3
02:54.8	-5245	"26,18"	"-15,98"	3
02:54.9	-5248	"26,38"	"-17,05"	3
02:55.1	-5252	"26,22"	"-17,25"	3
02:55.1	-5254	"26,22"	"-17,26"	3
02:55.2	-5256	"25,74"	"-17,54"	3
02:55.3	-5260	"25,54"	"-17,53"	3
02:55.4	-5263	"24,78"	"-17,69"	3
02:55.5	-5264	"24,82"	"-17,69"	3
02:55.6	-5267	"24,06"	"-17,85"	3
02:55.7	-5271	"23,15"	"-18,29"	3
02:55.8	-5275	"21,79"	"-18,73"	3
02:55.9	-5278	"21,19"	"-18,57"	3
02:56.0	-5280	"21,23"	"-18,57"	3
02:56.1	-5282	"20,47"	"-16,54"	3
02:56.2	-5286	"20,87"	"-15,9"	3
02:56.3	-5288	"20,91"	"-15,9"	3
02:56.3	-5290	"21,15"	"-15,94"	3
02:56.4	-5293	"21,31"	"-16,82"	3
02:56.5	-5296	"21,31"	"-16,81"	3
02:56.6	-5297	"21,31"	"-17,05"	3
03:30.8	-6325	"29,65"	"-12,5"	4
03:30.9	-6326	"28,96"	"-10,69"	4
03:31.0	-6330	"29,19"	"-6,13"	4
03:31.1	-6334	"28,32"	"-1,17"	4
03:31.3	-6338	"25,78"	"1,3"	4
03:31.4	-6341	"20,97"	"1,2"	4
03:31.5	-6345	"17,7"	"-0,05"	4
03:31.6	-6349	"14,5"	"1,87"	4
03:31.8	-6353	"12,26"	"1,29"	4
03:31.9	-6356	"10,63"	"0,78"	4
03:32.0	-6360	"9,31"	"1,98"	4
03:32.1	-6364	"10,23"	"5,2"	4
03:32.3	-6368	"9,79"	"7,91"	4
03:32.4	-6371	"8,95"	"8,83"	4
03:32.5	-6375	"9,91"	"9,55"	4
03:32.6	-6379	"12,52"	"7,33"	4
03:32.8	-6383	"15,21"	"6,85"	4
03:32.9	-6387	"17,25"	"9,57"	4
03:33.0	-6390	"19,12"	"8,32"	4
03:33.1	-6394	"15,18"	"6,3"	4
03:33.3	-6398	"13,54"	"5,38"	4
03:33.4	-6402	"12,02"	"2,82"	4
03:33.5	-6405	"9,3"	"2,26"	4
03:33.6	-6409	"12,79"	"2,12"	4
03:33.8	-6413	"15,39"	"1,84"	4
03:33.9	-6417	"19,23"	"2,04"	4
03:34.0	-6420	"19,42"	"4,51"	4
03:34.1	-6424	"17,98"	"4,75"	4
03:34.3	-6428	"17,66"	"4,31"	4
03:34.4	-6432	"19,9"	"3,55"	4
03:34.5	-6435	"20,66"	"4,35"	4
03:34.6	-6439	"20,66"	"4,71"	4
03:34.8	-6443	"18,74"	"6,79"	4
03:34.9	-6447	"17,18"	"7,35"	4
03:35.0	-6450	"16,18"	"7,99"	4
03:35.0	-6451	"16,18"	"7,98"	4
03:35.1	-6454	"15,74"	"8,78"	4
03:35.3	-6458	"16,9"	"10,1"	4
03:35.3	-6459	"16,9"	"10,14"	4
03:35.4	-6462	"18,14"	"10,02"	4
03:35.5	-6465	"17,46"	"7,98"	4
03:35.6	-6469	"16,9"	"7,58"	4
03:35.8	-6473	"16,42"	"7,26"	4
03:36.0	-6480	"13,58"	"8,66"	4
03:36.1	-6484	"13,34"	"9,62"	4
03:36.3	-6488	"13,34"	"9,82"	4
03:36.5	-6495	"13,9"	"9,78"	4
03:36.6	-6499	"14,3"	"9,7"	4
03:36.8	-6503	"14,74"	"8,74"	4
03:36.9	-6507	"14,62"	"6,51"	4
03:37.0	-6510	"14,34"	"5,95"	4
03:37.1	-6514	"13,82"	"3,07"	4
03:37.3	-6518	"14,98"	"2,39"	4
03:37.4	-6522	"15,42"	"2,23"	4
03:37.5	-6526	"15,62"	"2,23"	4
03:37.6	-6529	"15,78"	"2,23"	4
03:37.8	-6533	"15,98"	"2,31"	4
03:37.9	-6537	"15,94"	"2,51"	4
03:38.0	-6541	"15,98"	"2,55"	4
03:38.1	-6544	"16,02"	"2,63"	4
03:38.3	-6548	"16,06"	"2,67"	4
03:38.4	-6552	"16,1"	"2,71"	4
03:38.5	-6556	"16,1"	"2,67"	4
03:38.6	-6559	"16,22"	"2,59"	4
03:38.9	-6567	"16,14"	"3,11"	4
03:39.0	-6571	"16,1"	"3,19"	4
03:39.1	-6574	"14,94"	"3,31"	4
03:39.3	-6578	"13,1"	"2,87"	4
03:39.4	-6582	"12,66"	"2,47"	4
03:39.6	-6589	"12,78"	"0,99"	4
03:39.8	-6593	"13,29"	"-0,97"	4
03:39.9	-6597	"12,24"	-3	4
03:40.0	-6601	"12,44"	"-2,28"	4
03:40.1	-6604	"12,44"	"-1,76"	4
03:40.3	-6608	"12,32"	"-1,4"	4
03:40.4	-6612	"12,2"	"-1,6"	4
03:40.5	-6616	"11,68"	"-2,84"	4
03:40.6	-6619	"11,4"	"-3,2"	4
03:40.8	-6623	"11,2"	"-2,92"	4
03:40.9	-6627	"11,16"	"-2,92"	4
03:41.0	-6631	"11,2"	"-2,88"	4
03:41.1	-6634	"11,08"	"-2,16"	4
03:41.3	-6638	"10,96"	"-1,8"	4
03:41.4	-6642	"10,72"	"-1,4"	4
03:41.5	-6646	"10,96"	"-1,4"	4
03:41.8	-6653	"10,8"	"-0,68"	4
03:41.9	-6657	"11,04"	"-0,36"	4
03:42.0	-6661	"12,4"	"-1,52"	4
03:42.2	-6665	"13,15"	"-2,28"	4
03:42.3	-6668	"14,07"	"-2,92"	4
03:42.5	-6676	"13,27"	"-3,02"	4
03:42.7	-6680	"14,99"	"-2,7"	4
03:42.8	-6683	"13,14"	"-4,81"	4
03:42.9	-6687	"12,42"	"-6,13"	4
03:43.0	-6691	"13,1"	"-6,21"	4
03:43.3	-6698	"14,62"	"-4,97"	4
03:43.3	-6700	"14,61"	"-4,97"	4
03:43.4	-6702	"15,73"	"-1,75"	4
03:43.5	-6706	"15,41"	"-0,35"	4
03:43.6	-6707	"14,16"	"0,8"	4
03:43.7	-6710	"12,55"	"4,15"	4
03:43.8	-6713	"14,83"	"5,42"	4
03:44.0	-6721	"16,11"	"5,94"	4
03:44.2	-6725	"16,35"	"5,98"	4
03:44.3	-6728	"16,51"	"6,02"	4
03:44.4	-6732	"16,63"	"6,02"	4
03:44.7	-6740	"17,06"	"8,04"	4
03:44.8	-6743	"16,46"	"11,26"	4
03:44.9	-6747	"15,58"	"13,66"	4
03:45.0	-6751	"16,1"	"15,1"	4
03:45.2	-6755	"16,86"	"15,7"	4
03:45.4	-6762	"19,14"	"18,56"	4
03:45.5	-6766	"18,9"	"20,64"	4
03:45.7	-6770	"19,7"	"21,64"	4
03:45.7	-6771	"19,7"	"20,87"	4
