time	frame	x	y	
01:04.1	-1923	"27,38"	"-10,38"	1
01:04.1	-1924	"27,22"	"-10,98"	1
01:04.3	-1928	"22,94"	"-11,58"	1
01:04.4	-1931	"20,3"	"-11,38"	1
01:04.5	-1935	"17,85"	"-13,3"	1
01:04.6	-1939	"17,79"	"-14,74"	1
01:04.8	-1943	"18,67"	"-14,7"	1
01:04.9	-1946	"18,75"	"-14,46"	1
01:05.0	-1950	"18,83"	"-14,06"	1
01:05.1	-1954	"18,79"	"-13,58"	1
01:05.3	-1958	"18,35"	"-12,86"	1
01:05.4	-1961	"16,84"	"-11,91"	1
01:05.4	-1962	"16,88"	"-11,91"	1
01:05.5	-1965	"13,8"	"-12,87"	1
01:05.6	-1969	"13,64"	"-14,47"	1
01:05.8	-1973	"14,2"	"-14,99"	1
01:05.9	-1976	"16,64"	"-14,95"	1
01:06.0	-1980	"17,4"	"-14,87"	1
01:06.1	-1984	"17,87"	"-14,79"	1
01:06.3	-1988	"18,23"	"-14,67"	1
01:06.4	-1991	"18,27"	"-14,67"	1
01:06.5	-1995	"18,55"	"-14,43"	1
01:06.6	-1999	"18,87"	"-14,07"	1
01:06.8	-2003	"18,99"	"-13,99"	1
01:06.9	-2006	"19,19"	"-13,23"	1
01:07.0	-2010	"21,31"	"-11,79"	1
01:07.1	-2014	"22,27"	"-13,15"	1
01:07.3	-2018	"22,67"	"-13,83"	1
01:07.4	-2021	"22,79"	"-14,11"	1
01:07.5	-2025	"22,83"	"-14,31"	1
01:07.6	-2029	"22,87"	"-14,39"	1
01:07.8	-2033	"22,87"	"-14,47"	1
01:08.2	-2045	"22,91"	"-14,47"	1
01:08.2	-2046	"22,9"	"-14,47"	1
01:08.3	-2048	"22,86"	"-14,43"	1
01:08.4	-2051	"22,87"	"-14,43"	1
01:08.4	-2052	"22,87"	"-14,39"	1
01:08.5	-2055	"22,87"	"-14,35"	1
01:08.6	-2057	"22,86"	"-14,35"	1
01:08.6	-2059	"22,86"	"-14,31"	1
01:08.8	-2063	"22,86"	"-14,23"	1
01:08.9	-2067	"22,86"	"-14,19"	1
01:09.0	-2070	"22,86"	"-14,11"	1
01:09.1	-2074	"22,86"	"-14,07"	1
01:09.3	-2078	"22,82"	"-13,99"	1
01:09.4	-2082	"22,82"	"-13,95"	1
01:09.5	-2085	"22,82"	"-13,87"	1
01:09.6	-2087	"23,04"	"-13,65"	1
01:09.6	-2089	"23,04"	"-13,61"	1
01:09.8	-2093	"23,04"	"-13,53"	1
01:09.9	-2097	"23,04"	"-13,49"	1
01:10.0	-2100	"23,04"	"-13,41"	1
01:10.1	-2104	"23,04"	"-13,33"	1
01:10.3	-2108	"23,12"	"-13,49"	1
01:10.4	-2112	"23,88"	"-14,77"	1
01:10.5	-2115	"24,64"	"-16,09"	1
01:10.6	-2119	"24,4"	"-17,13"	1
01:10.8	-2123	"23,92"	"-16,97"	1
01:10.9	-2127	"23,92"	"-16,65"	1
01:11.0	-2130	"24,76"	"-16,57"	1
01:11.1	-2134	"25,28"	"-16,65"	1
01:11.2	-2135	"25,27"	"-16,65"	1
01:11.3	-2138	"25,51"	"-16,77"	1
01:11.4	-2142	"25,99"	"-17,45"	1
01:11.5	-2144	26	"-17,45"	1
01:11.5	-2145	"26,27"	"-18,53"	1
01:11.6	-2149	"25,6"	"-18,93"	1
01:11.7	-2150	"25,6"	"-18,89"	1
01:11.8	-2153	"26,2"	"-18,53"	1
01:11.9	-2157	"26,59"	"-18,89"	1
01:12.0	-2160	"26,39"	"-19,29"	1
01:12.0	-2161	"26,39"	"-19,28"	1
01:12.1	-2164	"25,63"	"-19,94"	1
01:12.2	-2165	"25,63"	"-19,92"	1
01:12.2	-2167	"25,64"	"-19,92"	1
01:12.3	-2168	"25,03"	"-19,4"	1
01:12.3	-2169	"25,04"	"-19,43"	1
01:12.4	-2172	"26,52"	"-18,15"	1
01:12.5	-2176	"27,04"	"-17,59"	1
01:12.6	-2179	"27,44"	"-17,19"	1
01:12.8	-2183	"28,24"	"-17,11"	1
01:12.9	-2187	"29,36"	"-17,59"	1
01:13.0	-2191	"29,76"	"-19,27"	1
01:13.1	-2192	"29,76"	"-19,26"	1
01:13.1	-2194	"28,56"	"-19,18"	1
01:13.3	-2198	"28,64"	"-17,5"	1
01:13.4	-2202	29	"-17,78"	1
01:13.5	-2206	"28,4"	"-18,22"	1
01:13.6	-2209	"27,88"	"-17,98"	1
01:13.7	-2210	"27,88"	"-18,02"	1
01:13.8	-2213	"27,92"	"-16,9"	1
01:13.9	-2217	"28,72"	"-16,22"	1
01:14.0	-2220	"28,72"	"-16,26"	1
01:14.0	-2221	"29,16"	"-17,06"	1
01:14.1	-2224	"28,76"	"-17,66"	1
01:14.3	-2228	"28,52"	"-17,78"	1
01:14.4	-2232	"27,88"	"-17,86"	1
01:14.5	-2236	"26,96"	"-17,82"	1
01:14.6	-2239	"26,04"	"-17,06"	1
01:14.8	-2243	"26,28"	"-16,62"	1
01:14.9	-2247	"26,6"	"-17,18"	1
01:15.0	-2250	"26,64"	"-17,18"	1
01:15.0	-2251	"25,36"	"-19,06"	1
01:15.1	-2254	"24,8"	"-19,22"	1
01:15.3	-2258	"24,6"	"-17,1"	1
01:15.4	-2262	"25,92"	"-16,22"	1
01:15.5	-2266	"27,4"	"-17,62"	1
01:15.6	-2269	"26,38"	"-19,24"	1
01:15.8	-2273	"26,22"	"-18,04"	1
01:15.9	-2277	"26,7"	-19	1
01:16.0	-2281	"26,42"	"-18,8"	1
01:16.1	-2284	"26,22"	"-19,16"	1
01:16.3	-2288	"25,7"	"-18,76"	1
01:16.4	-2292	"26,06"	"-17,48"	1
01:16.5	-2296	"27,86"	"-16,24"	1
01:16.6	-2299	"29,38"	"-16,16"	1
01:16.8	-2303	"30,74"	"-17,64"	1
01:16.9	-2307	"30,7"	"-18,12"	1
01:17.0	-2311	"29,86"	"-17,92"	1
01:17.1	-2314	"30,5"	"-16,6"	1
01:17.3	-2318	"31,06"	"-16,64"	1
01:17.4	-2322	"31,1"	"-17,36"	1
01:17.5	-2326	"30,26"	"-18,04"	1
01:17.7	-2330	"28,94"	"-17,24"	1
01:17.8	-2333	"30,46"	"-16,24"	1
01:17.9	-2337	"30,98"	"-16,48"	1
01:18.0	-2341	"31,06"	"-16,8"	1
01:18.1	-2344	"31,02"	"-16,8"	1
01:18.2	-2345	"30,46"	"-17,52"	1
01:18.3	-2348	"29,1"	"-16,64"	1
01:18.4	-2352	"29,78"	"-16,04"	1
01:18.5	-2356	"31,7"	"-16,24"	1
01:18.7	-2360	"32,94"	"-17,48"	1
01:18.8	-2363	"31,98"	"-17,56"	1
01:18.9	-2367	"32,46"	"-15,96"	1
01:19.0	-2371	"33,74"	"-16,84"	1
01:19.2	-2375	"34,26"	"-17,76"	1
01:19.3	-2378	"33,38"	"-18,72"	1
01:19.4	-2382	"32,86"	"-18,64"	1
01:19.5	-2386	"31,62"	"-16,88"	1
01:19.7	-2390	"32,7"	"-15,92"	1
01:19.8	-2393	"32,78"	"-16,76"	1
01:19.9	-2397	"32,5"	"-16,88"	1
01:20.0	-2401	"32,06"	"-16,88"	1
01:20.2	-2405	"29,82"	-17	1
01:20.2	-2406	"29,86"	-17	1
01:20.3	-2408	"28,06"	"-16,44"	1
01:20.4	-2412	"28,14"	"-15,92"	1
01:20.5	-2416	"29,1"	"-15,68"	1
01:20.7	-2420	"29,42"	"-15,76"	1
01:20.8	-2423	"29,46"	"-15,8"	1
01:20.9	-2426	"29,46"	"-15,76"	1
01:20.9	-2427	"29,34"	"-16,44"	1
01:21.0	-2431	"27,5"	"-17,88"	1
01:21.2	-2435	"27,14"	"-17,12"	1
01:21.3	-2438	"29,46"	"-16,6"	1
01:21.4	-2442	"32,3"	"-15,68"	1
01:21.5	-2446	"33,58"	"-16,38"	1
01:21.7	-2450	"33,14"	"-16,94"	1
01:21.8	-2453	"34,38"	"-17,1"	1
01:21.9	-2457	"34,5"	"-17,86"	1
01:22.0	-2461	"34,22"	"-18,34"	1
01:22.2	-2465	"33,98"	"-18,7"	1
02:04.9	-3746	"41,28"	"-9,9"	2
02:05.0	-3749	"41,2"	"-9,18"	2
02:05.1	-3753	"41,52"	"-8,86"	2
02:05.2	-3757	"41,88"	"-9,54"	2
02:05.4	-3761	"41,16"	"-9,34"	2
02:05.5	-3764	"40,28"	"-10,06"	2
02:05.6	-3768	"39,68"	"-9,9"	2
02:05.7	-3772	"39,2"	"-9,62"	2
02:05.9	-3776	"39,72"	"-8,7"	2
02:06.0	-3780	"40,12"	"-8,58"	2
02:06.1	-3783	41	"-8,7"	2
02:06.2	-3787	"41,88"	"-9,86"	2
02:06.4	-3791	"41,32"	"-10,34"	2
02:06.5	-3795	"40,96"	"-10,34"	2
02:06.6	-3798	"40,72"	"-9,58"	2
02:06.7	-3802	"41,72"	"-8,82"	2
02:06.9	-3806	"41,96"	"-9,54"	2
02:07.0	-3810	"40,44"	"-8,98"	2
02:07.1	-3813	"40,4"	"-7,5"	2
02:07.2	-3817	"39,84"	"-7,74"	2
02:07.4	-3821	"40,08"	"-6,67"	2
02:07.5	-3825	"40,28"	"-6,43"	2
02:07.6	-3828	"40,6"	"-6,27"	2
02:07.7	-3832	"42,32"	"-6,98"	2
02:07.9	-3836	"42,72"	"-7,46"	2
02:08.0	-3840	"42,68"	"-8,26"	2
02:08.1	-3843	"41,48"	"-10,3"	2
02:08.2	-3847	"40,6"	"-10,14"	2
02:08.4	-3851	"40,24"	"-10,1"	2
02:08.5	-3855	"40,04"	"-9,62"	2
02:08.6	-3857	"40,05"	"-9,62"	2
02:08.6	-3858	40	"-9,18"	2
02:08.7	-3862	"40,28"	"-8,82"	2
02:08.9	-3866	"40,36"	"-8,66"	2
02:08.9	-3868	"40,37"	"-8,66"	2
02:09.0	-3870	"40,45"	"-8,54"	2
02:09.0	-3871	"40,44"	"-8,54"	2
02:09.1	-3873	"40,48"	"-8,58"	2
02:09.2	-3877	"40,72"	"-8,94"	2
02:09.3	-3880	"40,73"	"-8,94"	2
02:09.4	-3881	"41,08"	"-9,66"	2
02:09.5	-3884	"41,08"	"-9,65"	2
02:09.5	-3885	"39,69"	"-10,89"	2
02:09.6	-3888	"40,36"	"-10,69"	2
02:09.7	-3892	"39,88"	"-10,25"	2
02:09.9	-3896	"41,27"	"-9,91"	2
02:10.0	-3900	"42,07"	"-10,67"	2
02:10.1	-3903	"41,99"	"-11,39"	2
02:10.2	-3907	"41,03"	"-12,71"	2
02:10.4	-3911	"38,15"	"-12,75"	2
02:10.5	-3915	"37,99"	"-11,63"	2
02:10.6	-3919	"38,91"	"-11,91"	2
02:10.7	-3922	"38,39"	"-13,11"	2
02:10.9	-3926	"36,91"	"-12,63"	2
02:11.0	-3930	"37,27"	"-12,75"	2
02:11.1	-3934	"37,19"	"-13,75"	2
02:11.2	-3937	"36,67"	"-14,83"	2
02:11.3	-3938	"36,67"	"-15,84"	2
02:11.4	-3941	"35,75"	"-15,05"	2
02:11.5	-3945	"36,59"	"-14,85"	2
02:11.5	-3946	"36,59"	"-14,81"	2
02:11.6	-3949	"36,35"	"-15,92"	2
02:11.7	-3952	"35,35"	"-15,44"	2
02:11.8	-3953	"35,31"	"-15,44"	2
02:11.8	-3954	"35,35"	"-15,44"	2
02:11.9	-3956	"35,15"	"-15,09"	2
02:12.0	-3960	"35,27"	"-14,53"	2
02:12.1	-3963	"35,27"	"-14,52"	2
02:12.1	-3964	"36,35"	"-14,01"	2
02:12.2	-3967	"37,23"	"-14,32"	2
02:12.3	-3970	"37,34"	"-14,72"	2
02:12.4	-3971	"37,51"	"-16,19"	2
02:12.5	-3975	"36,26"	"-16,08"	2
02:12.6	-3979	"35,42"	"-13,57"	2
02:12.7	-3982	"35,58"	"-13,37"	2
02:12.9	-3986	"35,18"	"-13,13"	2
02:13.0	-3990	"35,1"	"-10,85"	2
02:13.1	-3994	"35,46"	"-10,25"	2
02:13.2	-3997	"35,9"	"-9,85"	2
02:13.4	-4001	"36,46"	"-9,53"	2
02:13.5	-4005	"36,98"	"-9,57"	2
02:13.6	-4009	"37,46"	"-10,97"	2
02:13.7	-4012	"36,62"	"-9,89"	2
02:13.9	-4016	"37,5"	"-10,17"	2
02:14.0	-4020	"36,98"	"-11,17"	2
02:14.1	-4024	"36,42"	"-10,45"	2
02:14.2	-4027	"36,13"	"-13,15"	2
02:14.4	-4031	"35,37"	"-13,11"	2
02:14.5	-4035	"35,45"	"-13,55"	2
02:14.5	-4036	"34,94"	"-14,12"	2
02:14.6	-4039	"32,63"	"-14,39"	2
02:14.7	-4042	"32,87"	"-13,79"	2
02:14.9	-4046	"32,07"	"-15,14"	2
02:15.0	-4050	"29,41"	"-16,47"	2
02:15.1	-4054	"29,21"	"-16,19"	2
02:15.3	-4058	"29,05"	"-16,11"	2
02:15.4	-4061	"28,81"	"-16,11"	2
02:15.5	-4065	"28,41"	"-16,15"	2
02:15.8	-4073	"31,49"	"-16,91"	2
02:15.9	-4076	"32,13"	"-16,99"	2
02:16.0	-4080	"32,93"	"-16,95"	2
02:16.1	-4084	"33,49"	"-17,03"	2
02:16.3	-4088	"34,17"	"-17,31"	2
02:16.4	-4091	"34,25"	"-17,35"	2
02:16.5	-4095	"34,21"	"-17,35"	2
02:16.6	-4099	"34,29"	"-17,39"	2
02:38.4	-4752	"16,69"	"-17,6"	3
02:38.5	-4756	"15,45"	"-15,77"	3
02:38.7	-4760	"14,13"	"-14,89"	3
02:38.8	-4764	"14,49"	"-12,65"	3
02:38.9	-4767	"14,97"	"-11,61"	3
02:39.0	-4769	"14,93"	"-11,61"	3
02:39.0	-4771	"15,37"	"-11,13"	3
02:39.2	-4775	"15,97"	"-10,97"	3
02:39.3	-4779	"16,17"	"-10,85"	3
02:39.4	-4783	"16,93"	"-10,85"	3
02:39.5	-4786	"17,81"	"-10,89"	3
02:39.7	-4790	"18,61"	"-9,73"	3
02:39.8	-4794	"19,28"	"-8,21"	3
02:39.9	-4798	"19,88"	"-7,45"	3
02:40.0	-4801	"21,32"	"-6,93"	3
02:40.2	-4805	"22,16"	"-6,73"	3
02:40.3	-4809	"24,6"	"-5,33"	3
02:40.4	-4813	"25,72"	"-3,94"	3
02:40.5	-4816	"23,32"	"-1,06"	3
02:40.7	-4820	"20,91"	"-2,38"	3
02:40.8	-4824	"17,7"	"-4,09"	3
02:40.9	-4828	"15,48"	"-1,74"	3
02:41.0	-4831	"14,72"	"-0,58"	3
02:41.1	-4832	"14,77"	"-0,15"	3
02:41.2	-4835	"12,69"	"0,44"	3
02:41.3	-4839	"10,29"	"1,12"	3
02:41.4	-4843	"9,34"	"1,44"	3
02:41.5	-4846	"8,46"	"1,68"	3
02:41.7	-4850	"8,3"	"-0,59"	3
02:41.8	-4854	"9,46"	"-0,67"	3
02:41.9	-4858	"9,66"	"-0,03"	3
02:42.0	-4859	"9,65"	"-0,03"	3
02:42.0	-4860	"9,66"	"-0,03"	3
02:42.0	-4861	"8,62"	"0,61"	3
02:42.2	-4865	"7,98"	"-1,03"	3
02:42.3	-4869	"8,66"	"-3,75"	3
02:42.3	-4870	"8,66"	"-3,71"	3
02:42.4	-4871	"8,66"	"-3,75"	3
02:42.4	-4873	"9,7"	"-5,59"	3
02:42.5	-4876	"10,58"	"-6,51"	3
02:42.7	-4880	"11,02"	"-6,83"	3
02:42.7	-4881	"11,01"	"-6,83"	3
02:42.8	-4884	"11,25"	"-7,27"	3
02:42.9	-4888	"10,33"	"-7,67"	3
02:43.0	-4891	"10,85"	"-6,07"	3
02:43.2	-4895	"11,81"	"-6,15"	3
02:43.3	-4899	"12,17"	"-6,19"	3
02:43.4	-4903	"12,73"	"-6,27"	3
02:43.5	-4906	"13,21"	"-6,43"	3
02:43.7	-4910	"13,77"	"-6,63"	3
02:43.8	-4914	"15,13"	"-7,39"	3
02:43.9	-4918	"16,29"	"-7,79"	3
02:44.0	-4921	"17,01"	"-7,47"	3
02:44.2	-4925	"17,29"	"-7,23"	3
02:44.3	-4929	"17,65"	"-6,99"	3
02:44.4	-4933	"18,05"	"-6,67"	3
02:44.6	-4937	"18,21"	"-6,51"	3
02:44.7	-4940	"18,29"	"-6,39"	3
02:44.8	-4944	"18,33"	"-6,31"	3
02:44.9	-4948	"18,41"	"-6,23"	3
02:45.1	-4952	"18,41"	"-6,15"	3
02:45.2	-4955	"18,45"	"-6,11"	3
02:45.3	-4959	"18,45"	"-6,03"	3
02:45.4	-4963	"18,45"	"-5,99"	3
02:45.6	-4967	"18,49"	"-5,95"	3
02:45.7	-4970	"18,49"	"-5,91"	3
02:45.8	-4974	"18,49"	"-5,87"	3
02:45.9	-4978	"18,49"	"-5,83"	3
02:46.1	-4982	"18,53"	"-5,75"	3
02:46.2	-4985	"19,81"	"-4,9"	3
02:46.3	-4989	"20,65"	"-4,02"	3
02:46.4	-4993	"20,97"	"-3,7"	3
02:46.5	-4996	"20,97"	"-3,71"	3
02:46.6	-4997	"21,09"	"-3,59"	3
02:46.7	-5000	"21,21"	"-3,46"	3
02:46.8	-5004	"21,25"	"-3,34"	3
02:46.9	-5007	"21,25"	"-3,35"	3
02:46.9	-5008	"21,33"	"-3,3"	3
02:47.1	-5012	"21,37"	"-3,26"	3
02:47.2	-5015	"21,37"	"-3,18"	3
02:47.3	-5019	"22,86"	"-3,96"	3
02:47.4	-5023	"25,13"	"-4,24"	3
02:47.6	-5027	"25,96"	"-4,56"	3
02:47.7	-5030	"26,36"	"-5,52"	3
02:47.8	-5034	"26,32"	"-7,55"	3
02:47.9	-5038	"25,92"	"-8,51"	3
02:48.1	-5042	"23,45"	"-7,87"	3
02:48.2	-5045	"23,77"	"-7,55"	3
02:48.3	-5049	"23,65"	"-8,87"	3
02:48.4	-5053	"23,49"	"-11,11"	3
02:48.6	-5057	"23,33"	"-13,75"	3
02:48.6	-5058	"23,33"	"-13,71"	3
02:48.7	-5060	"21,93"	"-16,27"	3
02:48.8	-5064	"21,89"	"-15,63"	3
02:48.9	-5068	"21,09"	"-15,91"	3
02:49.1	-5072	"21,05"	"-15,19"	3
02:49.2	-5076	"21,25"	"-16,71"	3
02:49.3	-5079	"20,93"	"-16,91"	3
02:49.4	-5083	"20,65"	"-16,51"	3
02:49.6	-5087	"21,97"	"-15,47"	3
02:49.7	-5091	"22,41"	"-16,59"	3
02:49.8	-5094	"22,21"	"-16,87"	3
02:49.9	-5098	"21,69"	"-17,19"	3
02:50.1	-5102	"20,05"	"-16,35"	3
02:50.2	-5106	"20,57"	"-15,99"	3
02:50.3	-5109	"21,37"	"-16,83"	3
02:50.4	-5113	"20,49"	"-17,15"	3
02:50.6	-5117	"21,29"	"-15,75"	3
02:50.7	-5121	"22,05"	"-17,31"	3
02:50.8	-5124	"21,49"	"-17,19"	3
02:50.9	-5128	"22,29"	"-17,63"	3
02:51.1	-5132	"20,81"	"-18,71"	3
02:51.1	-5133	"20,81"	"-18,67"	3
02:51.2	-5136	"20,97"	"-17,91"	3
02:51.3	-5139	"22,57"	"-17,87"	3
02:51.3	-5140	"22,53"	"-17,87"	3
02:51.4	-5143	"22,09"	"-19,11"	3
02:51.6	-5147	"21,77"	"-18,43"	3
02:51.7	-5151	"21,81"	"-17,95"	3
02:51.8	-5154	"22,05"	"-17,47"	3
02:51.9	-5158	"23,53"	"-16,67"	3
02:52.1	-5162	"24,84"	"-17,75"	3
02:52.2	-5166	"24,04"	"-17,51"	3
