time	x	y	
01:06.9	"42,47"	"-11,76"	1
01:07.0	"42,18"	"-11,63"	1
01:07.1	"41,90"	"-11,50"	1
01:07.3	"41,65"	"-11,37"	1
01:07.4	"41,40"	"-11,28"	1
01:07.5	"41,20"	"-11,15"	1
01:07.6	"41,04"	"-11,06"	1
01:07.8	"40,87"	"-10,97"	1
01:07.9	"40,71"	"-10,89"	1
01:08.0	"40,54"	"-10,80"	1
01:08.1	"40,38"	"-10,71"	1
01:08.3	"40,26"	"-10,63"	1
01:08.4	"40,14"	"-10,54"	1
01:08.5	"40,13"	"-10,54"	1
01:08.5	"40,01"	"-10,50"	1
01:08.6	"39,89"	"-10,41"	1
01:08.8	"39,81"	"-10,37"	1
01:08.9	"39,68"	"-10,32"	1
01:09.0	"39,60"	"-10,24"	1
01:09.1	"39,52"	"-10,19"	1
01:09.2	"39,52"	"-10,20"	1
01:09.3	"39,44"	"-10,11"	1
01:09.4	"39,32"	"-10,07"	1
01:09.5	"39,23"	"-10,02"	1
01:09.6	"39,15"	"-9,98"	1
01:09.8	"39,07"	"-9,94"	1
01:09.9	"39,07"	"-9,93"	1
01:09.9	"39,03"	"-9,89"	1
01:10.0	"38,95"	"-9,85"	1
01:10.1	"38,87"	"-9,80"	1
01:10.3	"38,83"	"-9,76"	1
01:10.4	"38,74"	"-9,72"	1
01:10.5	"38,75"	"-9,72"	1
01:10.5	"38,70"	"-9,67"	1
01:10.6	"38,70"	"-9,68"	1
01:10.6	"38,62"	"-9,63"	1
01:10.8	"38,58"	"-9,63"	1
01:10.9	"38,54"	"-9,59"	1
01:11.0	"38,50"	"-9,54"	1
01:11.1	"38,46"	"-9,54"	1
01:11.3	"38,50"	"-9,63"	1
01:11.4	"38,62"	"-9,80"	1
01:11.5	"38,90"	"-10,14"	1
01:11.6	"38,90"	"-10,13"	1
01:11.6	"40,57"	"-11,50"	1
01:11.8	"40,78"	"-11,76"	1
01:11.9	"40,94"	"-12,01"	1
01:12.0	"40,98"	"-12,14"	1
01:12.1	"40,93"	"-12,14"	1
01:12.3	"40,89"	"-12,14"	1
01:12.4	"40,77"	"-12,09"	1
01:12.5	"40,69"	"-12,05"	1
01:12.6	"40,60"	"-12,00"	1
01:12.8	"40,56"	"-12,00"	1
01:12.9	"40,72"	"-12,34"	1
01:12.9	"40,76"	"-12,34"	1
01:13.0	"40,82"	"-13,05"	1
01:30.7	"39,56"	"-14,83"	2
01:30.8	"39,36"	"-14,66"	2
01:30.9	"39,16"	"-14,49"	2
01:31.0	"38,95"	"-14,32"	2
01:31.2	"38,83"	"-14,19"	2
01:31.3	"38,63"	"-14,02"	2
01:31.4	"38,47"	"-13,89"	2
01:31.5	"38,35"	"-13,76"	2
01:31.7	"38,18"	"-13,63"	2
01:31.8	"38,06"	"-13,55"	2
01:31.9	"38,06"	"-13,59"	2
01:31.9	"37,98"	"-13,46"	2
01:32.1	"37,86"	"-13,38"	2
01:32.1	"37,86"	"-13,37"	2
01:32.2	"37,78"	"-13,29"	2
01:32.3	"37,66"	"-13,20"	2
01:32.4	"37,58"	"-13,12"	2
01:32.5	"37,58"	"-13,11"	2
01:32.6	"37,49"	"-13,03"	2
01:32.7	"37,41"	"-12,94"	2
01:32.8	"37,33"	"-12,86"	2
01:32.9	"37,25"	"-12,77"	2
01:33.1	"37,17"	"-12,73"	2
01:33.2	"37,09"	"-12,64"	2
01:33.3	"37,00"	"-12,60"	2
01:33.3	"37,01"	"-12,60"	2
01:33.4	"36,97"	"-12,51"	2
01:33.5	"36,97"	"-12,52"	2
01:33.6	"36,88"	"-12,47"	2
01:33.7	"36,80"	"-12,43"	2
01:33.8	"36,76"	"-12,34"	2
01:33.9	"36,72"	"-12,30"	2
01:34.1	"36,64"	"-12,26"	2
01:34.2	"36,60"	"-12,22"	2
01:34.3	"36,56"	"-12,17"	2
01:34.4	"36,48"	"-12,13"	2
01:34.6	"36,44"	"-12,04"	2
01:34.7	"36,40"	"-12,04"	2
01:34.8	"36,36"	"-12,00"	2
01:34.9	"36,32"	"-11,95"	2
01:35.1	"36,28"	"-11,91"	2
01:35.2	"36,24"	"-11,87"	2
01:35.3	"36,20"	"-11,82"	2
01:35.4	"36,16"	"-11,78"	2
01:35.5	"36,15"	"-11,78"	2
01:35.7	"36,73"	"-13,84"	2
01:35.8	"36,88"	"-14,47"	2
01:35.8	"37,48"	"-15,58"	2
01:35.9	"37,43"	"-16,08"	2
01:36.1	"37,30"	"-16,32"	2
01:36.2	"37,17"	"-16,45"	2
01:36.3	"37,17"	"-16,44"	2
01:36.3	"37,00"	"-16,61"	2
01:36.4	"36,91"	"-16,85"	2
01:36.6	"36,79"	"-16,85"	2
01:36.7	"36,70"	"-16,81"	2
01:36.8	"36,58"	"-16,72"	2
01:36.9	"36,42"	"-16,55"	2
01:37.1	"36,26"	"-16,38"	2
01:37.2	"36,14"	"-16,21"	2
01:37.3	"36,02"	"-16,08"	2
01:37.3	"35,98"	"-16,08"	2
01:37.4	"35,90"	"-15,91"	2
01:37.5	"35,94"	"-15,92"	2
