time	frame	x	y	
01:21.1	-648	"41,82"	"-1,62"	1
01:21.3	-649	"42"	"-1,62"	1
01:21.4	-650	"42,18"	"-1,63"	1
01:21.5	-651	"42,27"	"-1,71"	1
01:21.6	-652	"42,46"	"-1,71"	1
01:21.8	-653	"42,73"	"-1,62"	1
01:21.9	-654	"42,92"	"-1,63"	1
01:22.0	-655	"43,19"	"-1,63"	1
01:22.1	-656	"43,74"	"-1,54"	1
01:22.3	-657	"44,65"	"-1,17"	1
01:22.4	-658	"45,84"	"-1,08"	1
01:22.5	-659	"46,21"	"-1,45"	1
01:22.6	-660	"46,21"	"-1,81"	1
01:22.8	-661	"46,21"	"-1,82"	1
01:22.9	-662	"46,12"	"-1,91"	1
01:23.0	-663	"46,02"	"-2,36"	1
01:23.1	-664	"45,93"	"-2,82"	1
01:23.3	-665	"45,47"	"-4,38"	1
01:23.4	-666	"45,11"	"-5,48"	1
01:23.5	-667	"44,92"	"-6,02"	1
01:23.6	-668	"44,92"	"-7,49"	1
01:23.8	-669	"45,47"	"-7,49"	1
01:23.9	-670	"45,47"	"-6,39"	1
01:24.0	-671	"44,92"	"-5,29"	1
01:24.1	-672	"44,01"	"-5,2"	1
01:24.3	-673	"42,54"	"-5,93"	1
01:24.4	-674	"40,53"	"-6,48"	1
01:24.5	-675	"36,87"	"-6,57"	1
01:24.7	-676	"33,66"	"-5,93"	1
01:24.8	-677	"30,46"	"-4,74"	1
01:24.9	-678	"28,54"	"-4,1"	1
01:25.0	-679	"27,53"	"-3,74"	1
01:25.2	-680	"26,34"	"-3,38"	1
01:25.3	-681	"24,69"	"-3,01"	1
01:25.4	-682	"23,78"	"-2,82"	1
01:25.5	-683	"22,41"	"-2,36"	1
01:25.7	-684	"21,22"	"-1,73"	1
01:25.8	-685	"20,03"	"-1,18"	1
01:25.9	-686	"18,47"	"-0,08"	1
01:26.0	-687	"17,46"	"1,57"	1
01:26.2	-688	"17,28"	"1,93"	1
01:26.3	-689	"17,1"	"2,48"	1
01:26.4	-690	"16,73"	"3,4"	1
01:26.5	-691	"17,09"	"3,95"	1
01:26.6	-692	"17,55"	"3,86"	1
01:26.8	-693	"17,92"	"3,49"	1
01:26.9	-694	"17,92"	"3,31"	1
01:27.0	-695	"17,92"	"3,3"	1
01:27.2	-696	"17,83"	"3,03"	1
01:27.3	-697	"17,74"	"2,94"	1
01:27.4	-698	"17,74"	"3,12"	1
01:27.5	-699	"18,01"	"3,4"	1
01:27.7	-700	"18,38"	"3,95"	1
01:27.8	-701	"18,75"	"4,13"	1
01:27.9	-702	"19,11"	"4,32"	1
01:28.0	-703	"19,66"	"4,41"	1
01:28.1	-704	"20,12"	"4,23"	1
01:28.3	-705	"20,76"	"4,13"	1
01:28.4	-706	"21,41"	"4,04"	1
01:28.5	-707	"21,78"	"4,04"	1
01:28.7	-708	"22,32"	"4,13"	1
01:28.8	-709	"22,87"	"4,23"	1
01:28.9	-710	"23,33"	"4,32"	1
01:29.0	-711	"23,88"	"4,32"	1
01:29.2	-712	"24,25"	"4,14"	1
01:29.3	-713	"24,43"	"4,32"	1
01:29.4	-714	"24,62"	"4,51"	1
01:29.5	-715	"25,16"	"4,5"	1
01:29.7	-716	"25,26"	"4,23"	1
01:29.8	-717	"24,89"	"3,68"	1
01:29.9	-718	"24,62"	"3,4"	1
01:30.0	-719	"22,97"	"2,85"	1
01:30.2	-720	"21,96"	"2,76"	1
01:30.3	-721	"20,95"	"2,85"	1
01:30.4	-722	"20,68"	"2,94"	1
01:30.5	-723	"20,31"	"2,94"	1
01:30.7	-724	"20,5"	"2,94"	1
01:30.8	-725	"21,96"	"2,75"	1
01:30.9	-726	"22,87"	"2,57"	1
01:31.0	-727	"23,61"	"2,39"	1
01:31.2	-728	"24,25"	"2,3"	1
01:31.3	-729	"24,8"	"2,12"	1
