time	frame	x	y	
03:57.4	-7123	"39,22"	"14,31"	1
03:57.5	-7124	"39,34"	"13,84"	1
03:57.6	-7127	"39,57"	"12,77"	1
03:57.7	-7131	"39,69"	"12,41"	1
03:57.8	-7135	"39,49"	"11,38"	1
03:58.0	-7139	"38,5"	"9,91"	1
03:58.1	-7142	"38,1"	"9,99"	1
03:58.2	-7146	"37,9"	"10,15"	1
03:58.3	-7150	"37,82"	"10,27"	1
03:58.5	-7154	"37,62"	"10,27"	1
03:58.6	-7157	"36,79"	"10,19"	1
03:58.7	-7161	"35,44"	"9,92"	1
03:58.8	-7165	"32,02"	"7,9"	1
03:59.0	-7169	"28,45"	"7,56"	1
03:59.1	-7172	"25,44"	"8,68"	1
03:59.2	-7176	"23,38"	"11,87"	1
03:59.3	-7180	"22,79"	"12,99"	1
03:59.5	-7184	"20,33"	"13,43"	1
03:59.6	-7187	"18,7"	"12,6"	1
03:59.7	-7191	"18,18"	"11,49"	1
03:59.8	-7195	"17,98"	"10,54"	1
04:00.0	-7199	"17,94"	"9,07"	1
04:00.0	-7200	"17,94"	"9,11"	1
04:00.1	-7202	"17,94"	"7,88"	1
04:00.2	-7206	"17,74"	"7,13"	1
04:00.3	-7210	"17,5"	"6,57"	1
04:00.5	-7214	"17,22"	"5,62"	1
04:00.6	-7217	"17,3"	"4,67"	1
04:00.7	-7221	"17,49"	"4,35"	1
04:00.8	-7225	"17,69"	"4,07"	1
04:01.0	-7229	"17,69"	"4,03"	1
04:01.1	-7232	"17,65"	"4,07"	1
04:01.3	-7240	"17,65"	"4,15"	1
04:01.5	-7244	"17,61"	"4,27"	1
04:01.6	-7248	"17,57"	"4,39"	1
04:01.7	-7251	"17,53"	"4,43"	1
04:01.8	-7255	"17,49"	"4,51"	1
04:01.9	-7258	"17,5"	"4,51"	1
04:02.0	-7259	"17,5"	"4,55"	1
04:02.0	-7260	"17,49"	"4,55"	1
04:02.1	-7263	"17,42"	"4,59"	1
04:02.2	-7265	"17,41"	"4,59"	1
04:02.2	-7266	"17,34"	"4,59"	1
04:02.3	-7268	"17,33"	"4,59"	1
04:02.3	-7270	"17,22"	"4,55"	1
04:02.5	-7274	"17,14"	"4,55"	1
04:02.6	-7278	"17,06"	"4,55"	1
04:02.7	-7281	"16,98"	"4,55"	1
04:02.8	-7285	"16,86"	"4,55"	1
04:03.0	-7289	"16,82"	"4,59"	1
04:03.1	-7293	"16,74"	"4,59"	1
04:03.2	-7296	"16,7"	"4,51"	1
04:03.3	-7300	"16,58"	"4,47"	1
04:03.5	-7304	"16,55"	"4,31"	1
04:03.6	-7308	"16,47"	"4,19"	1
04:03.6	-7309	"16,47"	"4,23"	1
04:03.7	-7311	"16,39"	"4,15"	1
04:03.8	-7315	"16,23"	"4,03"	1
04:04.0	-7319	"16,15"	"3,92"	1
04:04.1	-7323	"16,07"	"3,8"	1
04:04.2	-7326	"16,07"	"3,6"	1
04:04.3	-7330	"16,03"	"3,36"	1
04:04.5	-7334	"15,95"	"3,36"	1
04:04.6	-7338	"15,79"	"3,44"	1
04:04.7	-7341	"15,43"	"3,6"	1
04:04.8	-7345	"15,39"	"3,72"	1
04:05.0	-7349	"15,35"	"3,68"	1
04:05.1	-7353	"15,31"	"3,6"	1
04:05.2	-7356	"15,31"	"3,56"	1
04:05.3	-7360	"15,31"	"3,52"	1
04:05.5	-7364	"15,35"	"3,44"	1
04:05.6	-7368	"15,31"	"3,32"	1
04:05.7	-7372	"15,27"	"3,04"	1
04:05.8	-7375	"15,23"	"3,32"	1
04:06.0	-7379	"17,03"	"6,17"	1
04:06.1	-7383	"17,55"	"7,32"	1
04:06.2	-7387	"17,47"	"9,11"	1
04:06.3	-7390	"17,31"	"10,1"	1
04:06.5	-7394	"16,84"	"11,13"	1
04:06.6	-7398	"16,45"	"12,24"	1
04:06.7	-7402	"16,13"	"13,04"	1
04:06.8	-7405	"15,97"	"13,47"	1
04:07.0	-7409	"15,66"	"14,19"	1
04:07.1	-7413	"15,94"	"14,66"	1
04:07.2	-7417	"16,25"	"14,7"	1
04:07.3	-7420	"16,33"	"14,7"	1
04:07.5	-7424	"16,45"	"14,62"	1
04:07.6	-7428	"16,49"	"14,58"	1
