time	frame	x	y	
01:53.5	-3404	"16,01"	"0,47"	1
01:53.6	-3408	"16,37"	"0,59"	1
01:53.7	-3411	"16,93"	"1,15"	1
01:53.8	-3415	"17,2"	"1,59"	1
01:54.0	-3419	"17,32"	"1,83"	1
01:54.1	-3423	"17,4"	"2,03"	1
01:54.2	-3426	"17,52"	"2,39"	1
01:54.3	-3430	"18,22"	"3,79"	1
01:54.5	-3434	"18,78"	4	1
01:54.6	-3438	"19,06"	4	1
01:54.7	-3441	"19,34"	"3,96"	1
01:54.8	-3445	"19,5"	"3,96"	1
01:55.0	-3449	"19,62"	4	1
01:55.1	-3453	"19,85"	"4,24"	1
01:55.2	-3457	"19,89"	"4,44"	1
01:55.3	-3460	"19,89"	"4,6"	1
01:55.5	-3464	"20,08"	"5,88"	1
01:55.6	-3468	"20,27"	"6,64"	1
01:55.7	-3472	"20,35"	"6,88"	1
01:55.8	-3475	"20,31"	"7,12"	1
01:56.0	-3479	"20,39"	"7,2"	1
01:56.1	-3483	"20,43"	"7,44"	1
01:56.2	-3487	"20,67"	"7,6"	1
01:56.3	-3490	"20,75"	"7,6"	1
01:56.5	-3494	"20,83"	"7,56"	1
01:56.6	-3498	"20,79"	"7,64"	1
01:56.7	-3501	"20,78"	"7,64"	1
01:56.7	-3502	"20,83"	"7,6"	1
01:56.8	-3504	"20,82"	"7,6"	1
01:56.8	-3505	"20,83"	"7,56"	1
01:57.0	-3509	"20,87"	"7,56"	1
01:57.1	-3512	"20,86"	"7,56"	1
01:57.2	-3517	"20,98"	"7,68"	1
01:57.3	-3520	"21,06"	"7,76"	1
01:57.5	-3524	"21,62"	"8,28"	1
01:57.6	-3528	"22,13"	"9,01"	1
01:57.7	-3532	"22,28"	"9,53"	1
01:57.8	-3535	"22,36"	"9,85"	1
01:58.0	-3539	"22,44"	"10,09"	1
01:58.1	-3543	"22,72"	"10,09"	1
01:58.2	-3547	"23,08"	"10,09"	1
01:58.3	-3550	"23,88"	"10,02"	1
01:58.4	-3551	"23,84"	"10,02"	1
01:58.5	-3554	"24,07"	"10,02"	1
01:58.6	-3558	"24,19"	"10,18"	1
01:58.7	-3562	"24,15"	"10,18"	1
01:58.8	-3565	"24,15"	"10,14"	1
01:58.9	-3567	"24,11"	"10,14"	1
01:59.0	-3569	"24,07"	"10,18"	1
01:59.1	-3573	"24,03"	"10,1"	1
01:59.2	-3577	"23,8"	"9,34"	1
01:59.3	-3580	"23,72"	"9,18"	1
01:59.5	-3584	"23,09"	"8,26"	1
01:59.6	-3588	"21,74"	"7,81"	1
01:59.7	-3592	"21,38"	"7,65"	1
01:59.8	-3595	"22,02"	"7,49"	1
02:00.0	-3599	"22,58"	"7,3"	1
02:00.1	-3603	"22,5"	"7,18"	1
02:00.2	-3607	"22,14"	"7,09"	1
02:00.4	-3611	"21,67"	"7,17"	1
02:00.5	-3614	"21,26"	"7,45"	1
02:00.5	-3616	"21,27"	"7,45"	1
02:00.6	-3618	"21,1"	"7,72"	1
02:04.4	-3733	"23,08"	"9,33"	2
02:04.5	-3734	"23,32"	"9,13"	2
02:04.6	-3738	"23,57"	"8,33"	2
02:04.7	-3742	"24,98"	"5,13"	2
02:04.8	-3743	"24,98"	"5,09"	2
02:04.9	-3746	"25,74"	"4,78"	2
02:04.9	-3747	"25,75"	"4,78"	2
02:05.0	-3750	"26,14"	"5,1"	2
02:05.1	-3753	"26,18"	"5,26"	2
02:05.2	-3757	"25,9"	"6,14"	2
02:05.4	-3761	"25,93"	"6,93"	2
02:05.5	-3765	"26,01"	"7,21"	2
02:05.6	-3768	"26,4"	"7,69"	2
02:05.7	-3772	"26,6"	"7,97"	2
02:05.9	-3776	"26,87"	"8,38"	2
02:06.0	-3780	"26,9"	"9,73"	2
02:06.1	-3783	"26,82"	"9,93"	2
02:06.2	-3787	"26,74"	"9,97"	2
02:06.4	-3791	"26,7"	"10,13"	2
02:06.5	-3795	"26,9"	"10,21"	2
02:06.6	-3798	"27,98"	"10,1"	2
02:06.7	-3802	"28,86"	"9,63"	2
02:06.9	-3806	"29,74"	"9,24"	2
02:07.0	-3810	"30,21"	"10,32"	2
02:07.1	-3813	"30,56"	"11,24"	2
02:07.2	-3817	"30,84"	"11,76"	2
02:07.4	-3821	"31,07"	"11,96"	2
02:07.5	-3825	"31,31"	12	2
02:07.6	-3828	"31,67"	"11,84"	2
02:07.7	-3832	"32,07"	"11,73"	2
02:07.9	-3836	"32,27"	"11,57"	2
02:08.0	-3840	"32,47"	"11,53"	2
02:08.1	-3843	"32,59"	"11,53"	2
02:08.2	-3847	"32,71"	"11,53"	2
02:08.4	-3851	"32,79"	"11,57"	2
02:08.5	-3855	"32,83"	"11,61"	2
02:08.6	-3858	"32,83"	"11,65"	2
02:08.6	-3859	"32,83"	"11,69"	2
02:08.7	-3862	"32,79"	"11,77"	2
02:08.9	-3866	"32,99"	"11,81"	2
02:09.0	-3870	"33,23"	"11,85"	2
02:09.1	-3873	"33,71"	"11,66"	2
02:09.2	-3877	"34,39"	"10,67"	2
02:09.4	-3881	"34,91"	"10,35"	2
02:09.5	-3885	"35,35"	"10,44"	2
02:09.6	-3888	"35,35"	"10,43"	2
02:09.6	-3889	"35,63"	"10,52"	2
02:09.7	-3892	"35,75"	"10,52"	2
02:09.9	-3896	"35,83"	"10,56"	2
02:10.0	-3900	"35,91"	"10,48"	2
02:10.1	-3904	"35,99"	"10,4"	2
02:10.2	-3907	"36,23"	"10,28"	2
02:10.3	-3908	"36,23"	"10,32"	2
02:10.4	-3911	"36,51"	"10,24"	2
02:10.5	-3915	"36,91"	"10,21"	2
02:10.6	-3919	"37,23"	"10,29"	2
02:10.7	-3922	"37,38"	"10,33"	2
02:10.9	-3926	"37,46"	"10,33"	2
02:11.0	-3930	"37,5"	"10,33"	2
02:11.2	-3937	"37,5"	"10,37"	2
02:11.5	-3945	"37,51"	"10,37"	2
02:11.5	-3946	"37,55"	"10,33"	2
02:11.6	-3947	"37,54"	"10,33"	2
02:11.6	-3949	"37,5"	"10,37"	2
02:11.7	-3951	"37,51"	"10,37"	2
02:11.7	-3952	"37,54"	"10,37"	2
02:11.9	-3956	"37,51"	"10,37"	2
02:12.0	-3960	"37,51"	"10,33"	2
02:12.1	-3964	"37,55"	"10,33"	2
02:12.2	-3967	"37,59"	"10,37"	2
02:12.4	-3971	"37,66"	"10,41"	2
02:12.5	-3975	"37,74"	"10,61"	2
02:12.6	-3979	"37,69"	"11,81"	2
02:12.7	-3982	"37,57"	"12,25"	2
02:12.9	-3986	"37,37"	"12,48"	2
02:13.0	-3990	"37,21"	"12,44"	2
02:13.1	-3994	"37,13"	"12,36"	2
02:13.2	-3997	"36,93"	"12,36"	2
02:13.4	-4001	"36,65"	"12,4"	2
02:13.5	-4005	"36,49"	"12,2"	2
02:13.6	-4009	"36,49"	"12,16"	2
02:13.7	-4012	"36,29"	"12,08"	2
02:13.8	-4014	"36,29"	"12,07"	2
02:13.9	-4016	"35,82"	"11,83"	2
02:14.0	-4020	"35,62"	"11,63"	2
02:14.1	-4024	"35,66"	"11,47"	2
02:14.2	-4027	"35,86"	"11,59"	2
02:14.4	-4031	"35,94"	"11,67"	2
02:14.5	-4035	"35,9"	"11,71"	2
02:14.6	-4039	"35,94"	"11,79"	2
02:14.8	-4043	"36,22"	"11,48"	2
02:14.9	-4046	"36,7"	"10,6"	2
02:15.0	-4050	"36,98"	"10,44"	2
02:15.1	-4054	"37,26"	"10,53"	2
02:15.3	-4058	"37,34"	"10,61"	2
02:15.4	-4061	"37,3"	"10,65"	2
02:15.5	-4065	"37,34"	"10,69"	2
02:15.6	-4069	"37,42"	"10,69"	2
02:15.8	-4073	"37,66"	"10,57"	2
02:15.9	-4076	"37,66"	"10,17"	2
02:16.0	-4080	"37,63"	"9,85"	2
02:16.1	-4084	"37,39"	"9,57"	2
02:16.3	-4088	"36,31"	"10,04"	2
02:16.4	-4091	"35,22"	"11,79"	2
02:16.5	-4095	"35,29"	"12,78"	2
02:16.6	-4099	"35,53"	"13,1"	2
02:16.7	-4102	"35,53"	"13,11"	2
02:16.8	-4103	"35,77"	"13,27"	2
02:16.9	-4106	"35,89"	"13,31"	2
02:17.0	-4110	"36,04"	"13,35"	2
