time	frame	x	y	
01:48.8	-3264	"14,01"	"-9,15"	1
01:48.8	-3265	"14,53"	"-8,67"	1
01:49.0	-3269	15	"-8,11"	1
01:49.1	-3272	"15,83"	"-7,31"	1
01:49.2	-3276	"16,19"	"-6,83"	1
01:49.3	-3280	"16,34"	"-6,27"	1
01:49.5	-3284	"16,33"	"-4,79"	1
01:49.6	-3287	"15,97"	"-3,52"	1
01:49.7	-3291	"15,6"	"-3,12"	1
01:49.8	-3295	"15,4"	"-2,97"	1
01:50.0	-3299	"15,36"	"-3,01"	1
01:50.1	-3302	"15,36"	"-3,09"	1
01:50.2	-3305	"15,36"	"-3,08"	1
01:50.2	-3306	"15,4"	"-3,05"	1
01:50.3	-3310	"15,52"	"-2,97"	1
01:50.5	-3314	"15,72"	"-2,88"	1
01:50.6	-3318	"15,96"	"-2,88"	1
01:50.7	-3321	"16,48"	"-2,92"	1
01:50.8	-3325	"17,63"	"-2,63"	1
01:51.0	-3329	"17,99"	"-2,27"	1
01:51.1	-3333	"18,15"	"-2,07"	1
01:51.2	-3336	"18,22"	"-1,99"	1
01:51.2	-3337	"18,23"	"-1,99"	1
01:51.3	-3340	"18,3"	"-1,95"	1
01:51.5	-3344	"18,3"	"-1,83"	1
01:51.5	-3345	"18,3"	"-1,87"	1
01:51.5	-3346	"18,3"	"-1,83"	1
01:51.6	-3348	"18,22"	"-1,43"	1
01:51.7	-3351	"17,86"	"-1,03"	1
01:51.8	-3355	"17,38"	"-0,72"	1
01:52.0	-3359	"16,86"	"-0,16"	1
01:52.1	-3363	"16,62"	"0,15"	1
01:52.2	-3366	"16,53"	"0,71"	1
01:52.3	-3370	"16,61"	"0,63"	1
01:52.5	-3374	"16,45"	"0,79"	1
01:52.6	-3378	"15,73"	"1,18"	1
01:52.7	-3381	"15,53"	"1,02"	1
01:52.8	-3385	"15,49"	"1,02"	1
01:53.0	-3389	"15,41"	"0,86"	1
01:53.2	-3396	"15,49"	"0,66"	1
01:53.3	-3400	"15,82"	"0,47"	1
