time	frame	x	y	
01:03.5	-1905	"23,65"	"-17,79"	1
01:03.6	-1909	"23,61"	"-17,67"	1
01:03.8	-1913	"23,57"	"-17,55"	1
01:03.9	-1916	"23,57"	"-17,39"	1
01:04.0	-1920	"23,53"	"-17,19"	1
01:04.1	-1924	"23,53"	"-17,04"	1
01:04.3	-1928	"23,49"	"-16,88"	1
01:04.4	-1931	"23,49"	"-16,72"	1
01:04.5	-1935	"23,45"	"-16,56"	1
01:04.6	-1939	"23,45"	"-16,4"	1
01:04.8	-1943	"23,41"	"-16,24"	1
01:04.9	-1946	"23,41"	"-16,12"	1
01:05.0	-1950	"23,37"	"-15,96"	1
01:05.1	-1954	"23,37"	"-15,84"	1
01:05.3	-1958	"23,33"	"-15,72"	1
01:05.4	-1961	"23,33"	"-15,6"	1
01:05.5	-1965	"23,29"	"-15,52"	1
01:05.6	-1969	"23,17"	"-16,24"	1
01:05.7	-1972	"23,17"	"-16,95"	1
01:05.8	-1973	"23,4"	"-18,66"	1
01:05.9	-1976	"24,2"	"-19,02"	1
01:06.0	-1980	"24,28"	"-18,74"	1
01:06.1	-1984	"23,96"	"-18,42"	1
01:06.3	-1988	"23,21"	"-18,26"	1
01:06.4	-1991	"22,01"	"-18,5"	1
01:06.5	-1995	"21,77"	"-19,65"	1
01:06.6	-1999	"22,09"	"-19,67"	1
01:06.8	-2003	"22,8"	"-19,27"	1
01:06.9	-2007	"23,88"	"-17,84"	1
01:07.0	-2010	"24,2"	"-16,88"	1
01:07.1	-2014	"23,69"	"-15,77"	1
01:07.3	-2018	"22,73"	"-16,28"	1
01:07.4	-2022	"23,01"	"-17,84"	1
01:07.5	-2025	"23,25"	"-17,04"	1
01:07.6	-2029	"21,73"	"-17,99"	1
01:07.8	-2033	"22,65"	"-18,28"	1
01:07.9	-2037	"22,53"	"-17,44"	1
01:08.0	-2040	"21,45"	"-18,47"	1
01:08.1	-2044	"22,21"	"-18,24"	1
01:08.3	-2048	"20,7"	"-16,8"	1
01:08.4	-2052	"21,09"	"-17,79"	1
01:08.5	-2055	"20,82"	"-16,04"	1
01:08.6	-2059	"19,82"	"-15,88"	1
01:08.8	-2063	"20,26"	"-17,27"	1
01:08.9	-2067	"21,26"	"-16,12"	1
01:09.0	-2070	"20,06"	"-15,72"	1
01:09.1	-2074	"20,78"	"-15,48"	1
01:09.3	-2078	"19,87"	"-14,32"	1
01:09.4	-2082	"18,66"	"-16,63"	1
01:09.5	-2085	"19,38"	"-16,08"	1
01:09.6	-2089	"18,43"	"-16,03"	1
01:09.8	-2093	"18,62"	"-16,83"	1
01:09.9	-2097	"19,62"	"-16,95"	1
01:10.0	-2100	"21,26"	"-15,52"	1
01:10.1	-2104	"21,78"	"-14,57"	1
01:10.3	-2108	"21,3"	"-12,97"	1
01:10.4	-2112	"22,02"	"-13,53"	1
01:10.5	-2115	"22,9"	"-13,17"	1
01:10.6	-2119	"22,34"	"-12,61"	1
01:10.7	-2121	"22,34"	"-12,62"	1
01:10.8	-2123	"21,62"	"-13,61"	1
01:10.9	-2127	"23,5"	"-13,34"	1
01:11.0	-2130	"24,9"	"-11,86"	1
01:11.1	-2134	"25,94"	"-10,27"	1
01:11.3	-2138	"25,66"	"-9,12"	1
01:11.4	-2142	"24,46"	"-10,55"	1
01:11.5	-2145	"25,46"	"-10,87"	1
01:11.6	-2149	"25,9"	"-10,67"	1
01:11.7	-2151	"25,89"	"-10,67"	1
01:11.8	-2153	"26,46"	"-9,28"	1
01:11.9	-2157	"26,14"	"-7,08"	1
01:12.0	-2161	"26,3"	"-7,76"	1
01:12.1	-2164	"26,86"	"-7,8"	1
01:12.3	-2168	"28,45"	"-7,61"	1
01:12.4	-2172	"29,89"	"-7,13"	1
01:12.5	-2176	"31,21"	"-6,82"	1
01:12.6	-2179	"32,21"	"-6,3"	1
01:12.8	-2183	"32,96"	"-5,62"	1
01:12.8	-2184	"32,97"	"-5,62"	1
01:12.9	-2187	"33,56"	"-4,95"	1
01:13.0	-2191	"33,97"	"-4,15"	1
01:13.1	-2194	"33,53"	"-2,56"	1
01:13.3	-2198	"32,89"	"-3,99"	1
01:13.4	-2202	"33,73"	"-3,19"	1
01:13.5	-2206	"32,13"	"-3,87"	1
01:13.6	-2209	"32,57"	"-4,83"	1
01:13.7	-2210	"32,61"	"-4,87"	1
01:13.8	-2213	"33,17"	"-5,19"	1
01:13.9	-2217	"33,44"	"-5,27"	1
01:14.0	-2221	"33,68"	"-5,43"	1
01:14.1	-2224	"33,84"	"-5,51"	1
01:14.3	-2228	34	"-5,91"	1
01:14.4	-2232	"34,04"	"-6,78"	1
01:14.5	-2236	"34,39"	"-8,26"	1
01:14.6	-2239	"34,99"	"-9,18"	1
01:14.8	-2243	"35,91"	"-9,7"	1
01:14.8	-2245	"35,9"	"-9,7"	1
01:14.9	-2247	"36,74"	"-9,7"	1
01:14.9	-2248	"37,45"	"-8,83"	1
01:15.0	-2251	"38,41"	"-8,48"	1
01:15.1	-2254	"39,37"	-8	1
01:15.3	-2258	"40,68"	"-7,17"	1
01:15.4	-2262	"41,52"	"-5,93"	1
01:15.5	-2266	"40,13"	"-4,65"	1
01:15.6	-2269	"40,21"	"-6,49"	1
01:15.8	-2273	"41,76"	"-5,53"	1
01:15.9	-2277	"41,25"	"-4,42"	1
01:16.0	-2281	"40,37"	"-4,09"	1
01:16.1	-2284	"39,53"	"-4,69"	1
01:16.3	-2288	"40,13"	"-5,21"	1
01:16.4	-2292	"41,56"	"-5,61"	1
01:16.5	-2295	"41,57"	"-5,61"	1
01:16.5	-2296	"42,64"	"-5,34"	1
01:16.7	-2300	"43,56"	"-4,66"	1
01:16.8	-2303	"43,13"	"-2,9"	1
01:16.9	-2307	"41,49"	"-2,82"	1
01:17.0	-2311	"40,33"	"-4,25"	1
01:17.2	-2315	"41,41"	"-4,65"	1
01:17.3	-2318	"41,81"	"-3,02"	1
01:17.4	-2322	"39,99"	"-2,56"	1
01:17.5	-2326	"38,08"	"-3,2"	1
01:17.6	-2327	"37,07"	"-4,3"	1
01:17.7	-2330	"37,36"	"-6,78"	1
01:17.8	-2333	"37,76"	"-7,34"	1
01:17.9	-2337	"38,16"	"-7,86"	1
01:18.0	-2341	"38,52"	"-8,49"	1
01:18.2	-2345	"38,99"	"-9,33"	1
01:18.3	-2348	"39,75"	"-10,61"	1
01:18.4	-2352	"40,7"	"-11,69"	1
01:18.5	-2356	"42,21"	"-12,33"	1
01:18.7	-2360	"42,97"	"-12,13"	1
01:25.3	-2559	"40,92"	"-14,19"	2
01:25.4	-2562	"40,52"	"-13,95"	2
01:25.5	-2566	"40,08"	"-13,67"	2
01:25.7	-2570	"39,8"	"-13,47"	2
01:25.8	-2574	"39,48"	"-13,23"	2
01:25.9	-2578	"39,16"	"-13,07"	2
01:26.0	-2581	"38,96"	"-12,95"	2
01:26.1	-2583	"38,96"	"-12,96"	2
01:26.2	-2585	"38,57"	"-12,95"	2
01:26.3	-2589	"38,09"	"-12,91"	2
01:26.4	-2593	"37,41"	"-12,95"	2
01:26.5	-2596	"36,37"	"-12,91"	2
01:26.6	-2598	"36,38"	"-12,91"	2
01:26.7	-2600	"35,62"	"-12,95"	2
01:26.8	-2604	"34,7"	"-12,98"	2
01:26.9	-2608	"31,31"	"-15,69"	2
01:27.0	-2611	"31,58"	"-16,64"	2
01:27.2	-2615	"32,14"	"-16,37"	2
01:27.3	-2619	"31,98"	"-15,41"	2
01:27.4	-2623	"30,71"	"-14,69"	2
