time	frame	x	y	
01:27.5	-2626	"29,75"	"-14,25"	2
01:27.7	-2630	"28,8"	"-13,85"	2
01:27.8	-2634	"27,56"	"-13,76"	2
01:27.9	-2638	"26,76"	"-13,96"	2
01:28.0	-2639	"26,77"	"-13,96"	2
01:28.0	-2641	"26,09"	"-14,16"	2
01:28.2	-2645	"25,65"	"-14,28"	2
01:28.2	-2646	"25,69"	"-14,28"	2
01:28.3	-2649	"24,97"	"-14,67"	2
01:28.4	-2653	"24,21"	"-15,23"	2
01:28.5	-2656	"23,33"	"-16,03"	2
01:28.7	-2660	"22,85"	"-17,86"	2
01:28.8	-2664	"22,89"	"-18,38"	2
01:28.9	-2668	"23,76"	"-18,66"	2
01:29.0	-2669	"23,72"	"-18,66"	2
01:29.0	-2670	"23,76"	"-18,66"	2
01:29.0	-2671	"24,68"	"-18,22"	2
01:29.2	-2675	"24,76"	"-16,87"	2
01:29.3	-2679	"23,81"	"-17,02"	2
01:29.4	-2683	"24,4"	"-17,98"	2
01:29.5	-2686	"26,08"	"-17,03"	2
01:29.7	-2690	"25,52"	"-15,55"	2
01:29.8	-2694	"23,85"	"-15,81"	2
01:29.9	-2698	"23,09"	"-17,97"	2
01:30.0	-2701	"24,33"	"-18,46"	2
01:30.2	-2705	"24,09"	"-17,7"	2
01:30.3	-2709	"22,78"	"-18,63"	2
01:30.8	-2723	"24,41"	"-19,52"	2
01:30.8	-2724	"24,81"	"-17,61"	2
01:30.9	-2728	"24,5"	"-16,25"	2
01:31.1	-2732	"23,7"	"-16,05"	2
01:31.2	-2735	"24,02"	"-16,85"	2
01:31.3	-2739	"25,25"	"-17,01"	2
01:31.4	-2743	"26,41"	"-15,3"	2
01:31.6	-2747	"26,57"	"-14,66"	2
01:31.7	-2750	"26,57"	"-14,46"	2
01:31.8	-2754	"26,58"	"-13,39"	2
01:31.9	-2758	"26,14"	"-11,67"	2
01:32.1	-2762	"22,84"	"-11,77"	2
01:32.2	-2765	"24,68"	"-13,5"	2
01:32.3	-2769	"26,6"	"-12,62"	2
01:32.4	-2773	"26,72"	"-10,4"	2
01:32.6	-2777	"24,31"	"-9,32"	2
01:32.7	-2780	"23,49"	"-10,3"	2
01:32.8	-2784	"23,61"	"-9,9"	2
01:32.9	-2788	"22,5"	"-8,14"	2
01:33.1	-2792	"19,55"	"-6,67"	2
01:33.2	-2795	"19,47"	"-7,51"	2
01:33.3	-2799	"20,51"	"-6,91"	2
01:33.4	-2803	"20,79"	"-4,84"	2
01:33.6	-2807	"19,43"	"-5,15"	2
01:33.7	-2810	"20,19"	"-5,52"	2
01:33.8	-2814	"20,23"	"-4,04"	2
01:33.9	-2818	"19,47"	"-4,84"	2
01:34.0	-2819	"19,48"	"-4,84"	2
01:34.0	-2820	"19,51"	"-4,84"	2
01:34.1	-2822	"20,12"	"-3,52"	2
01:34.2	-2825	"19,12"	-3	2
01:34.3	-2829	19	"-4,04"	2
01:34.4	-2833	"19,48"	"-4,28"	2
01:34.5	-2834	"19,48"	"-4,24"	2
01:34.6	-2837	"19,84"	"-3,24"	2
01:34.7	-2840	"19,4"	"-2,32"	2
01:34.8	-2844	"18,69"	"-1,33"	2
01:34.9	-2848	"17,85"	"1,07"	2
01:35.1	-2852	"17,22"	"2,62"	2
01:35.2	-2855	"14,89"	"2,01"	2
01:35.3	-2859	"16,49"	"1,73"	2
01:35.4	-2863	"16,81"	"4,09"	2
01:35.6	-2867	"14,82"	"4,13"	2
01:35.7	-2871	"15,46"	"4,81"	2
01:35.8	-2874	"14,59"	"6,73"	2
01:35.9	-2878	"14,43"	"5,7"	2
01:36.1	-2882	"16,1"	"6,53"	2
01:36.2	-2886	"15,55"	"7,25"	2
01:36.3	-2889	"14,19"	"5,94"	2
01:36.4	-2893	"14,27"	"5,46"	2
01:36.5	-2896	"14,26"	"5,46"	2
01:36.6	-2897	"16,46"	"6,17"	2
01:36.7	-2901	"16,86"	"8,12"	2
01:36.8	-2904	"16,76"	"10,45"	2
01:37.0	-2910	"14,13"	"11,01"	2
01:37.1	-2912	"14,69"	"10,21"	2
01:37.2	-2916	"15,89"	"12,88"	2
01:37.3	-2919	"14,61"	"12,05"	2
01:37.4	-2923	"15,35"	"11,39"	2
01:37.6	-2927	"15,43"	"11,74"	2
01:37.7	-2931	"15,03"	"12,22"	2
01:37.7	-2932	"15,03"	"12,26"	2
01:37.8	-2934	"14,35"	"12,58"	2
01:37.9	-2937	"14,35"	"12,55"	2
01:37.9	-2938	"13,95"	"11,31"	2
01:38.1	-2942	"14,71"	"10,19"	2
01:38.2	-2946	"16,89"	"9,96"	2
01:38.3	-2949	"17,93"	"10,99"	2
01:38.4	-2953	"18,88"	"13,19"	2
01:38.6	-2957	"16,9"	"15,39"	2
01:38.7	-2961	"16,58"	"14,99"	2
01:38.8	-2964	"17,61"	"14,99"	2
01:38.9	-2968	"19,05"	"15,86"	2
01:39.1	-2972	"19,61"	"16,42"	2
01:39.2	-2976	"20,13"	"17,7"	2
01:39.3	-2979	"19,78"	"19,29"	2
01:39.4	-2983	"18,58"	"19,65"	2
01:39.6	-2987	"19,49"	18	2
01:39.7	-2991	"21,26"	"19,45"	2
01:39.8	-2994	"20,98"	"19,13"	2
01:39.9	-2998	"22,66"	"20,28"	2
01:40.1	-3002	"21,39"	"21,16"	2
01:40.2	-3005	"21,39"	"21,15"	2
01:40.2	-3006	"21,02"	"19,56"	2
01:40.3	-3010	"22,78"	"20,03"	2
01:40.4	-3013	"21,82"	"20,79"	2
01:40.6	-3017	"21,41"	"18,53"	2
01:40.7	-3021	"23,41"	"18,44"	2
01:40.8	-3025	"23,41"	"19,12"	2
01:40.9	-3028	"22,33"	"19,36"	2
01:41.1	-3032	"22,13"	"16,89"	2
01:41.2	-3036	"23,21"	"17,56"	2
01:41.3	-3040	"23,29"	"18,88"	2
01:41.4	-3043	"22,78"	"17,85"	2
01:41.6	-3047	"23,34"	"17,21"	2
01:41.7	-3051	"23,85"	"17,09"	2
01:41.8	-3055	"23,62"	"19,36"	2
01:41.9	-3058	"22,05"	"19,75"	2
01:42.1	-3062	"20,17"	"18,68"	2
01:42.2	-3066	"21,68"	"18,04"	2
01:42.3	-3070	"21,6"	"18,68"	2
01:42.4	-3073	"21,84"	"18,16"	2
01:42.6	-3077	"23,24"	"18,19"	2
01:42.7	-3081	"23,56"	"18,59"	2
01:42.8	-3085	"23,68"	"18,71"	2
01:42.9	-3088	"23,76"	"18,71"	2
01:43.1	-3092	"23,72"	"19,07"	2
01:43.2	-3096	"22,92"	"19,79"	2
01:43.3	-3100	"21,57"	"19,91"	2
01:43.4	-3103	"20,49"	"19,32"	2
01:43.6	-3107	"21,48"	"17,96"	2
01:43.7	-3111	"22,48"	"19,43"	2
01:43.8	-3115	"22,08"	"19,31"	2
01:43.9	-3118	"23,04"	"17,92"	2
01:44.1	-3122	"23,75"	"17,71"	2
01:44.2	-3126	"25,15"	"18,63"	2
01:44.3	-3130	"24,79"	"19,43"	2
01:44.4	-3133	"24,4"	"19,43"	2
01:44.6	-3137	"23,56"	"18,51"	2
01:44.7	-3141	"24,55"	"16,99"	2
01:44.8	-3145	"24,59"	"17,95"	2
01:44.9	-3148	"22,72"	"17,68"	2
01:45.1	-3152	"22,83"	"16,48"	2
01:45.2	-3156	"24,15"	16	2
01:45.3	-3160	"25,03"	"17,51"	2
01:45.5	-3164	"23,99"	"17,79"	2
01:45.6	-3167	"23,83"	"16,48"	2
01:45.7	-3171	"25,07"	"17,63"	2
01:45.8	-3175	"24,39"	"18,19"	2
01:46.0	-3179	"24,08"	"16,52"	2
01:46.1	-3182	"24,97"	"17,91"	2
01:46.2	-3186	"24,17"	"18,71"	2
01:46.3	-3190	"23,53"	"18,03"	2
01:46.5	-3194	"24,3"	"16,21"	2
01:46.6	-3197	"25,25"	"16,57"	2
01:46.7	-3201	"25,45"	"16,85"	2
01:46.7	-3202	"25,46"	"16,85"	2
01:46.8	-3205	"24,18"	"18,33"	2
01:47.0	-3209	"22,83"	"18,45"	2
01:47.1	-3212	"21,91"	"17,02"	2
01:47.2	-3216	"22,31"	"16,46"	2
01:47.3	-3220	"22,78"	"16,26"	2
01:47.5	-3224	"24,18"	"17,65"	2
01:47.6	-3227	"23,27"	"18,77"	2
01:47.7	-3231	"22,31"	"17,57"	2
01:47.8	-3235	"22,47"	"16,74"	2
01:48.0	-3239	"22,82"	"16,26"	2
01:48.1	-3242	"23,7"	"16,18"	2
01:48.1	-3243	"23,66"	"16,14"	2
01:48.2	-3246	"24,94"	"17,29"	2
01:48.3	-3250	"24,9"	"18,6"	2
01:48.4	-3252	"24,9"	"18,61"	2
01:48.5	-3254	"24,94"	"17,81"	2
01:48.6	-3257	"26,22"	"17,17"	2
01:48.7	-3261	"26,3"	"18,92"	2
01:48.8	-3265	"26,34"	"17,57"	2
01:49.0	-3269	"27,41"	"17,64"	2
01:49.0	-3270	"27,45"	"17,64"	2
01:49.1	-3272	"27,02"	"18,32"	2
01:49.2	-3276	"27,01"	"17,09"	2
01:49.3	-3280	"28,17"	"17,12"	2
01:49.5	-3284	"27,41"	"18,24"	2
01:49.6	-3287	"26,61"	"16,77"	2
01:49.7	-3291	"27,33"	"16,49"	2
01:49.8	-3295	"27,77"	"16,45"	2
01:50.0	-3299	"28,82"	"17,71"	2
01:50.1	-3303	"28,46"	"18,87"	2
01:50.2	-3306	"27,23"	"19,23"	2
01:50.3	-3310	"26,79"	"18,28"	2
01:50.5	-3314	"26,98"	"17,88"	2
01:50.6	-3318	"27,18"	"17,6"	2
01:50.7	-3321	"27,62"	"17,52"	2
01:50.8	-3325	"28,1"	"17,64"	2
01:51.0	-3329	"28,42"	"17,75"	2
01:51.1	-3333	"28,54"	"17,75"	2
01:53.6	-3407	"27,38"	"16,81"	3
01:53.6	-3408	"27,5"	"16,1"	3
01:53.7	-3411	"27,97"	"15,18"	3
01:53.8	-3415	"28,21"	"14,78"	3
01:54.0	-3419	"28,49"	"14,46"	3
01:54.1	-3423	"28,73"	"14,22"	3
01:54.2	-3426	"28,81"	"14,14"	3
01:54.3	-3430	"29,2"	"13,62"	3
01:54.5	-3434	30	"12,66"	3
01:54.6	-3438	"30,87"	"11,7"	3
01:54.7	-3442	"33,1"	"11,18"	3
01:54.8	-3445	"34,58"	"11,61"	3
01:55.0	-3449	"35,98"	"12,13"	3
01:55.0	-3450	"36,02"	"12,13"	3
01:55.1	-3453	"37,29"	"12,6"	3
01:55.2	-3457	"38,49"	"13,36"	3
01:55.3	-3460	"39,18"	"15,87"	3
01:55.5	-3464	"38,22"	"16,71"	3
01:55.6	-3468	"37,42"	"15,67"	3
01:55.7	-3472	"37,7"	"14,91"	3
01:55.8	-3475	"38,38"	"14,87"	3
01:56.0	-3479	"39,18"	"16,03"	3
01:56.1	-3483	"39,1"	"16,62"	3
01:56.2	-3487	"38,86"	"16,7"	3
01:56.3	-3490	"38,54"	"16,59"	3
01:56.4	-3493	"38,54"	"16,58"	3
01:56.5	-3494	"38,26"	"16,31"	3
01:56.6	-3498	"38,02"	"16,03"	3
01:56.7	-3502	"37,78"	"15,75"	3
01:56.8	-3505	"37,58"	"15,47"	3
01:57.0	-3509	"37,34"	"15,19"	3
01:57.1	-3513	"37,18"	"14,95"	3
01:57.2	-3517	"36,98"	"14,71"	3
01:57.3	-3520	"36,82"	"14,52"	3
01:57.5	-3524	"36,7"	"14,36"	3
01:57.6	-3528	"36,54"	"14,16"	3
01:57.7	-3532	"36,38"	14	3
01:57.8	-3533	"36,42"	14	3
01:57.8	-3535	"36,26"	"13,84"	3
01:58.0	-3539	"36,14"	"13,72"	3
01:58.1	-3543	"36,02"	"13,56"	3
01:58.2	-3547	"35,9"	"13,44"	3
01:58.3	-3550	"35,82"	"13,32"	3
01:58.5	-3554	"35,7"	"13,24"	3
01:58.6	-3558	"35,58"	"13,12"	3
01:58.7	-3562	"35,5"	"13,04"	3
01:58.8	-3565	"35,39"	"12,92"	3
01:59.0	-3569	"35,31"	"12,85"	3
01:59.1	-3573	"35,27"	"12,97"	3
01:59.2	-3575	"35,27"	"12,96"	3
01:59.2	-3577	"35,19"	"13,52"	3
01:59.4	-3581	"35,15"	"13,64"	3
01:59.5	-3584	"34,99"	14	3
01:59.6	-3588	"34,91"	"14,08"	3
01:59.7	-3592	"34,63"	"14,36"	3
01:59.9	-3596	"33,2"	"14,68"	3
02:00.0	-3599	"32,6"	"13,81"	3
02:00.1	-3603	"32,79"	"13,21"	3
02:00.2	-3607	"33,71"	"12,41"	3
02:00.4	-3611	"34,66"	"11,65"	3
02:00.5	-3614	"35,54"	"10,81"	3
02:00.6	-3618	"36,09"	"10,17"	3
02:00.7	-3621	"36,1"	"10,17"	3
02:00.7	-3622	"36,81"	"9,13"	3
02:00.9	-3626	"36,93"	"8,45"	3
02:01.0	-3629	"37,01"	"8,18"	3
02:01.1	-3633	"36,93"	"7,78"	3
02:01.2	-3637	"36,56"	"6,86"	3
02:01.4	-3641	"36,4"	"6,42"	3
02:01.5	-3644	"36,28"	"6,22"	3
02:01.6	-3648	36	"5,83"	3
02:01.7	-3652	"34,68"	"4,28"	3
02:01.9	-3656	"32,73"	"4,22"	3
02:02.0	-3659	"30,56"	"3,35"	3
02:02.1	-3663	"31,51"	"0,6"	3
02:02.2	-3667	"32,59"	"0,44"	3
02:02.4	-3671	"33,03"	"0,4"	3
02:02.4	-3672	"33,53"	"0,73"	3
02:02.5	-3674	"33,77"	"0,73"	3
02:02.6	-3678	"33,89"	"0,73"	3
02:02.7	-3682	"33,97"	"0,65"	3
02:02.9	-3686	"34,05"	"0,65"	3
02:03.0	-3689	"34,09"	"0,61"	3
02:03.1	-3693	"34,13"	"0,57"	3
02:03.2	-3697	"34,17"	"0,53"	3
02:03.4	-3701	"34,17"	"0,49"	3
02:03.6	-3708	"34,21"	"0,45"	3
02:03.7	-3712	"34,21"	"0,41"	3
02:03.9	-3716	"34,21"	"0,37"	3
02:04.1	-3723	"34,17"	"0,29"	3
02:04.2	-3727	"34,21"	"0,41"	3
02:04.4	-3731	"34,49"	"0,88"	3
02:04.5	-3735	"34,32"	"2,84"	3
02:04.6	-3738	"31,25"	"2,92"	3
02:04.7	-3742	"32,88"	"1,65"	3
02:04.9	-3746	"34,16"	"3,68"	3
02:05.0	-3750	"32,68"	"3,21"	3
02:05.1	-3753	"33,6"	"2,97"	3
02:05.2	-3757	"33,13"	"5,84"	3
02:05.4	-3761	"32,17"	5	3
02:05.5	-3765	"33,81"	"6,19"	3
02:05.6	-3768	"31,86"	"6,48"	3
02:05.7	-3772	"32,17"	"5,72"	3
02:05.9	-3776	"32,34"	"6,99"	3
02:06.0	-3780	"31,06"	"6,72"	3
02:06.1	-3783	"31,34"	7	3
02:06.2	-3787	"30,9"	"7,56"	3
02:06.4	-3791	"29,06"	"6,29"	3
02:06.5	-3795	"29,94"	"5,76"	3
02:06.6	-3798	"30,3"	"6,92"	3
02:06.7	-3802	"28,83"	"6,8"	3
02:06.9	-3806	"29,06"	"6,25"	3
02:07.0	-3810	"29,82"	"7,12"	3
02:07.1	-3813	"29,83"	"8,68"	3
02:07.2	-3817	"28,11"	"7,52"	3
02:07.4	-3821	"28,79"	"7,56"	3
02:07.5	-3825	"28,47"	"7,04"	3
02:07.6	-3828	"28,91"	"6,8"	3
02:07.7	-3832	"29,23"	"8,04"	3
02:07.9	-3836	"29,03"	"8,56"	3
02:08.0	-3840	"27,72"	"9,56"	3
02:08.1	-3843	"25,69"	"9,66"	3
02:08.2	-3847	"25,89"	"7,72"	3
02:08.4	-3851	"26,96"	"7,91"	3
02:08.5	-3855	"27,31"	"6,4"	3
02:08.6	-3858	"28,31"	"6,95"	3
02:08.7	-3862	"27,48"	"7,71"	3
02:08.9	-3866	"27,99"	"7,07"	3
02:09.0	-3870	"27,76"	"8,47"	3
02:09.1	-3874	"27,08"	"7,67"	3
02:09.2	-3877	"28,75"	"7,63"	3
02:09.4	-3881	"28,99"	"8,99"	3
02:09.5	-3885	"27,04"	"9,51"	3
02:09.6	-3889	"26,68"	"8,83"	3
02:09.7	-3892	"26,84"	"9,11"	3
02:09.9	-3896	"26,25"	"9,59"	3
02:10.0	-3900	"24,97"	"8,88"	3
02:10.1	-3904	"24,93"	"8,36"	3
02:10.2	-3907	"25,73"	"8,56"	3
02:10.3	-3908	"25,72"	"8,56"	3
02:10.4	-3911	"26,2"	"9,11"	3
02:10.5	-3915	"25,53"	"10,95"	3
02:10.6	-3919	"24,85"	"10,95"	3
02:10.7	-3922	"24,45"	"10,59"	3
02:10.9	-3926	"25,49"	"9,07"	3
02:11.0	-3930	"26,09"	"10,15"	3
02:11.1	-3934	"24,69"	"9,24"	3
02:11.2	-3937	"25,17"	"9,39"	3
02:11.4	-3941	"24,69"	"9,36"	3
02:11.5	-3945	"24,97"	"9,27"	3
02:11.6	-3949	"24,85"	"9,79"	3
02:11.7	-3952	"23,97"	"8,4"	3
02:11.9	-3956	"24,85"	"7,76"	3
02:12.0	-3960	"26,44"	"8,19"	3
02:12.1	-3964	"26,88"	"8,83"	3
02:12.2	-3967	"26,92"	"9,51"	3
02:12.4	-3971	"26,53"	"9,87"	3
02:12.5	-3975	"25,61"	"9,51"	3
02:12.6	-3979	"26,32"	"8,19"	3
02:12.7	-3982	"26,6"	"9,23"	3
02:12.9	-3986	"25,13"	"9,75"	3
02:13.0	-3990	"25,45"	"8,63"	3
02:13.1	-3994	"26,49"	"9,19"	3
02:13.2	-3997	"26,21"	"10,71"	3
02:13.4	-4001	"25,85"	"11,07"	3
02:13.5	-4005	"25,13"	"11,23"	3
02:13.6	-4009	"23,7"	"10,19"	3
02:13.8	-4013	"24,61"	"10,39"	3
02:13.9	-4016	"24,34"	"11,87"	3
02:14.0	-4020	"22,82"	"12,03"	3
02:14.1	-4024	"22,74"	"10,84"	3
02:14.3	-4028	"22,86"	"10,68"	3
02:14.4	-4031	"23,3"	"10,99"	3
02:14.5	-4035	"24,02"	"11,79"	3
02:14.6	-4039	"24,14"	"13,1"	3
02:14.7	-4040	"24,1"	"13,1"	3
02:14.8	-4043	"24,03"	"13,46"	3
02:18.5	-4155	"23,82"	"12,32"	4
02:18.6	-4159	"26,65"	"11,15"	4
02:18.8	-4163	"27,96"	"11,67"	4
02:18.9	-4167	"29,52"	"12,18"	4
02:19.0	-4170	"30,99"	"13,86"	4
02:19.1	-4174	"29,84"	"14,92"	4
02:19.3	-4178	"29,08"	"13,92"	4
02:19.4	-4182	"29,88"	"14,28"	4
02:19.5	-4185	"29,13"	"15,04"	4
02:19.6	-4189	"28,33"	"13,89"	4
02:19.8	-4193	"28,64"	"13,53"	4
02:19.8	-4195	"28,68"	"13,53"	4
02:19.9	-4197	"29,32"	"13,84"	4
02:20.0	-4200	"29,23"	"15,52"	4
02:20.1	-4204	"27,75"	"15,24"	4
02:20.3	-4208	"28,43"	"14,88"	4
02:20.4	-4212	"27,47"	"15,09"	4
02:20.5	-4215	"27,95"	"14,69"	4
02:20.6	-4219	"26,64"	"14,97"	4
02:20.8	-4223	"26,75"	"14,13"	4
02:20.9	-4227	"26,24"	"15,09"	4
02:21.0	-4230	"26,14"	"14,55"	4
02:21.1	-4234	"26,46"	"14,75"	4
02:21.3	-4238	"25,78"	"15,95"	4
02:21.4	-4242	"24,39"	"15,99"	4
02:21.5	-4245	"23,87"	"15,43"	4
02:21.6	-4249	"23,79"	"15,07"	4
02:21.8	-4253	"24,9"	"14,51"	4
02:21.9	-4257	"25,86"	"14,59"	4
02:22.0	-4260	"26,66"	"14,99"	4
02:22.1	-4264	"27,26"	"15,38"	4
02:22.3	-4268	"28,18"	"16,22"	4
02:22.4	-4272	"28,82"	"17,33"	4
02:22.5	-4275	"28,06"	"17,69"	4
02:22.6	-4279	"27,26"	"16,86"	4
02:22.8	-4283	"27,38"	"16,5"	4
02:22.9	-4287	"27,54"	"16,74"	4
02:23.0	-4290	"27,1"	"17,62"	4
02:23.1	-4294	"25,63"	"17,54"	4
02:23.3	-4298	"24,43"	"16,27"	4
02:23.4	-4302	"24,94"	"15,59"	4
02:23.5	-4306	"25,66"	"16,5"	4
02:23.6	-4309	"25,55"	"16,94"	4
02:23.8	-4313	"24,27"	"17,23"	4
02:23.9	-4317	"23,31"	"16,27"	4
