time	x	y	
01:00.0	"5,86"	"-0,51"	1
01:00.1	"5,86"	"-0,69"	1
01:00.2	"5,96"	"-0,96"	1
01:00.2	"5,96"	"-1,24"	1
01:00.2	"5,87"	"-1,42"	1
01:00.3	"5,79"	"-1,61"	1
01:00.3	"5,70"	"-1,79"	1
01:00.4	"5,52"	"-1,97"	1
01:00.4	"5,35"	"-2,34"	1
01:00.5	"5,17"	"-2,70"	1
01:00.5	"5,27"	"-2,98"	1
01:00.6	"5,19"	"-3,25"	1
01:00.6	"5,19"	"-3,34"	1
01:00.7	"5,19"	"-3,43"	1
01:00.8	"5,19"	"-3,42"	1
01:00.8	"5,18"	"-3,15"	1
01:00.9	"5,10"	"-3,24"	1
01:00.9	"5,10"	"-3,33"	1
01:01.0	"5,10"	"-3,42"	1
01:01.0	"5,11"	"-3,43"	1
01:01.0	"5,20"	"-3,52"	1
01:01.1	"5,20"	"-3,61"	1
01:01.1	"5,21"	"-3,79"	1
01:01.2	"5,40"	"-3,97"	1
01:01.2	"5,41"	"-4,15"	1
01:01.2	"5,50"	"-4,34"	1
01:01.3	"5,59"	"-4,42"	1
01:01.3	"5,59"	"-4,43"	1
01:01.4	"5,59"	"-4,33"	1
01:01.4	"5,59"	"-4,42"	1
01:01.4	"5,50"	"-4,33"	1
01:01.5	"5,41"	"-4,24"	1
01:01.5	"5,50"	"-4,33"	1
01:01.6	"5,78"	"-4,51"	1
01:01.6	"5,96"	"-4,59"	1
01:01.7	"5,97"	"-4,59"	1
01:01.7	"6,15"	"-4,50"	1
01:01.8	"6,24"	"-4,50"	1
01:01.8	"6,42"	"-4,68"	1
01:01.8	"6,15"	"-4,59"	1
01:01.9	"5,69"	"-4,51"	1
01:01.9	"5,60"	"-4,42"	1
01:02.0	"5,69"	"-4,42"	1
01:02.0	"5,13"	"-4,16"	1
01:02.1	"5,13"	"-4,07"	1
01:02.2	"5,13"	"-4,08"	1
01:02.2	"5,12"	"-4,08"	1
01:02.3	"5,40"	"-4,17"	1
01:02.3	"5,31"	"-4,26"	1
01:02.4	"5,21"	"-4,18"	1
01:02.4	"5,30"	"-4,27"	1
01:02.4	"5,31"	"-4,27"	1
01:02.5	"5,40"	"-4,27"	1
01:02.5	"5,31"	"-4,27"	1
01:02.6	"5,22"	"-4,17"	1
01:02.7	"5,13"	"-4,26"	1
01:02.7	"5,22"	"-4,35"	1
01:02.8	"5,23"	"-4,35"	1
01:02.8	"5,51"	"-4,62"	1
01:02.8	"5,51"	"-4,80"	1
01:02.9	"5,70"	"-4,79"	1
01:03.0	"5,61"	"-4,70"	1
01:03.0	"5,70"	"-4,70"	1
01:03.0	"5,70"	"-4,61"	1
01:03.1	"5,69"	"-4,52"	1
01:03.1	"5,69"	"-4,43"	1
01:03.2	"5,69"	"-4,44"	1
01:03.2	"5,78"	"-4,53"	1
01:03.2	"5,60"	"-4,53"	1
01:03.3	"5,51"	"-4,53"	1
01:03.3	"5,51"	"-4,52"	1
01:03.4	"5,60"	"-4,53"	1
01:03.5	"5,69"	"-4,61"	1
01:03.5	"5,78"	"-4,61"	1
01:03.6	"5,87"	"-4,43"	1
01:03.6	"5,96"	"-4,52"	1
01:03.6	"6,05"	"-4,61"	1
01:03.7	"6,14"	"-4,70"	1
01:03.7	"6,14"	"-4,71"	1
01:03.8	"6,14"	"-4,80"	1
01:03.8	"6,23"	"-4,80"	1
01:03.9	"6,22"	"-4,81"	1
01:03.9	"6,14"	"-4,90"	1
01:04.0	"6,23"	"-4,81"	1
01:04.0	"6,23"	"-4,80"	1
01:04.0	"6,32"	"-4,80"	1
01:04.1	"6,51"	"-4,89"	1
01:04.1	"6,70"	"-5,07"	1
01:04.2	"6,88"	"-5,07"	1
01:04.2	"7,15"	"-5,16"	1
01:04.2	"7,24"	"-5,24"	1
01:04.3	"7,42"	"-5,24"	1
01:04.3	"7,52"	"-5,32"	1
01:04.4	"7,61"	"-5,32"	1
01:04.4	"7,79"	"-5,41"	1
01:04.4	"7,97"	"-5,40"	1
01:04.5	"8,15"	"-5,40"	1
01:04.5	"7,97"	"-5,04"	1
01:04.6	"8,05"	"-4,40"	1
01:04.6	"9,77"	"-3,63"	1
01:04.6	"11,14"	"-3,52"	1
01:04.7	"11,87"	"-3,59"	1
01:04.7	"12,06"	"-3,68"	1
01:04.8	"12,15"	"-3,77"	1
01:04.8	"12,33"	"-3,95"	1
01:04.8	"12,52"	"-4,13"	1
01:04.9	"12,43"	"-4,22"	1
01:05.0	"12,44"	"-4,23"	1
01:05.0	"12,62"	"-4,59"	1
01:05.1	"12,81"	"-4,94"	1
01:05.1	"12,91"	"-5,03"	1
01:05.2	"12,90"	"-5,03"	1
01:05.2	"12,90"	"-5,02"	1
01:05.3	"13,08"	"-4,84"	1
01:05.4	"13,18"	"-5,12"	1
01:05.4	"13,36"	"-5,30"	1
01:05.4	"13,45"	"-5,39"	1
01:05.5	"13,36"	"-5,30"	1
01:05.6	"13,36"	"-5,12"	1
01:05.6	"13,17"	"-4,95"	1
01:05.6	"12,99"	"-4,95"	1
01:05.7	"12,62"	"-4,96"	1
01:05.7	"12,26"	"-4,96"	1
01:05.8	"11,08"	"-5,71"	1
01:05.8	"10,37"	"-6,37"	1
01:05.8	"10,19"	"-6,74"	1
01:05.9	"10,21"	"-7,47"	1
01:05.9	"10,49"	"-7,74"	1
01:06.0	"10,85"	"-7,91"	1
01:06.0	"11,67"	"-7,99"	1
01:06.0	"11,86"	"-8,08"	1
01:06.1	"12,14"	"-8,07"	1
01:06.1	"12,32"	"-8,06"	1
01:06.2	"12,60"	"-8,33"	1
01:06.2	"12,79"	"-8,32"	1
01:06.2	"12,79"	"-8,33"	1
01:06.3	"12,79"	"-8,34"	1
01:06.4	"12,88"	"-8,42"	1
01:06.4	"12,98"	"-8,42"	1
01:06.4	"13,07"	"-8,42"	1
01:06.5	"12,89"	"-8,61"	1
01:06.5	"12,98"	"-8,70"	1
01:06.6	"12,90"	"-8,79"	1
01:06.6	"12,99"	"-8,70"	1
01:06.6	"13,08"	"-8,70"	1
01:06.7	"13,08"	"-8,61"	1
01:06.7	"12,97"	"-8,15"	1
01:06.8	"12,76"	"-6,42"	1
01:06.8	"12,75"	"-6,06"	1
01:06.8	"12,74"	"-5,69"	1
01:06.9	"12,73"	"-4,96"	1
01:06.9	"12,45"	"-3,01"	1
01:07.0	"9,33"	"-1,07"	1
01:07.0	"8,69"	"-0,99"	1
