time	x	y	
01:00.0	"32,36"	"-6,53"	1
01:00.0	"32,00"	"-7,82"	1
01:00.1	"32,20"	"-8,74"	1
01:00.1	"32,47"	"-9,02"	1
01:00.2	"32,66"	"-9,20"	1
01:00.2	"33,12"	"-9,29"	1
01:00.2	"33,40"	"-9,38"	1
01:00.4	"33,40"	"-9,39"	1
01:00.4	"33,40"	"-9,38"	1
01:00.4	"33,40"	"-9,39"	1
01:00.5	"33,58"	"-9,57"	1
01:00.5	"33,77"	"-9,75"	1
01:00.6	"33,77"	"-9,93"	1
01:00.6	"33,77"	"-10,11"	1
01:00.7	"33,68"	"-10,39"	1
01:00.7	"33,78"	"-10,67"	1
01:00.8	"37,01"	"-10,92"	1
01:00.8	"38,20"	"-10,81"	1
01:00.8	"38,57"	"-10,81"	1
01:00.9	"38,66"	"-10,90"	1
01:00.9	"39,12"	"-10,99"	1
01:01.0	"39,31"	"-10,98"	1
01:01.0	"38,93"	"-10,62"	1
01:01.0	"38,66"	"-10,53"	1
01:01.1	"38,47"	"-10,53"	1
01:01.1	"38,38"	"-10,43"	1
01:01.2	"38,37"	"-10,25"	1
01:01.2	"38,10"	"-9,98"	1
01:01.2	"35,49"	"-7,88"	1
01:01.3	"33,92"	"-7,44"	1
01:01.3	"32,36"	"-7,64"	1
01:01.4	"31,81"	"-8,19"	1
01:01.4	"32,00"	"-8,37"	1
01:01.4	"32,18"	"-8,19"	1
01:01.5	"32,28"	"-7,91"	1
01:01.5	"33,84"	"-7,25"	1
01:01.6	"32,73"	"-6,80"	1
01:01.6	"31,52"	"-5,80"	1
01:01.7	"31,89"	"-5,79"	1
01:01.7	"32,26"	"-5,79"	1
01:01.8	"32,34"	"-5,14"	1
01:01.8	"32,33"	"-3,67"	1
01:01.8	"32,13"	"-2,01"	1
01:01.9	"32,04"	"-1,83"	1
01:01.9	"31,85"	"-1,64"	1
01:02.0	"31,11"	"-1,19"	1
01:02.0	"27,32"	"0,16"	1
01:02.0	"24,82"	"0,87"	1
01:02.1	"24,36"	"1,14"	1
01:02.1	"24,45"	"1,05"	1
01:02.3	"24,45"	"1,06"	1
01:02.5	"24,63"	"1,06"	1
01:02.6	"24,54"	"0,97"	1
01:02.6	"24,64"	"1,06"	1
01:02.7	"25,09"	"1,34"	1
01:02.7	"22,34"	"-0,25"	1
01:02.8	"23,20"	"-3,19"	1
01:02.8	"24,04"	"-4,01"	1
01:02.8	"24,51"	"-4,29"	1
01:02.9	"25,24"	"-4,46"	1
01:02.9	"25,71"	"-4,55"	1
01:03.0	"25,80"	"-4,55"	1
01:03.0	"25,80"	"-4,46"	1
01:03.0	"25,98"	"-4,64"	1
01:03.1	"26,74"	"-6,66"	1
01:03.1	"26,65"	"-6,75"	1
01:03.2	"26,47"	"-6,76"	1
01:03.2	"26,46"	"-6,76"	1
01:03.2	"26,28"	"-6,94"	1
01:03.3	"26,19"	"-7,04"	1
01:03.3	"26,10"	"-6,95"	1
01:03.4	"26,19"	"-7,04"	1
01:03.4	"26,19"	"-7,03"	1
01:03.4	"26,10"	"-6,94"	1
