time	x	y	
01:00.0	"22,36"	"7,61"	1
01:00.1	"22,09"	"7,89"	1
01:00.1	"22,08"	"7,89"	1
01:00.2	"21,98"	"7,81"	1
01:00.3	"21,99"	"7,81"	1
01:00.3	"22,08"	"7,72"	1
01:00.4	"22,07"	"7,72"	1
01:00.5	"22,15"	"7,72"	1
01:00.6	"22,15"	"7,82"	1
01:00.6	"22,06"	"8,00"	1
01:00.6	"22,05"	"8,00"	1
01:00.7	"22,14"	"7,91"	1
01:00.7	"21,96"	"8,01"	1
01:00.8	"21,23"	"8,84"	1
01:00.8	"21,04"	"8,85"	1
01:00.8	"20,96"	"9,31"	1
01:00.9	"20,86"	"9,40"	1
01:00.9	"20,77"	"9,59"	1
01:01.0	"20,69"	"10,05"	1
01:01.0	"20,60"	"10,24"	1
01:01.0	"20,99"	"11,89"	1
01:01.1	"21,17"	"12,07"	1
01:01.1	"21,54"	"12,07"	1
01:01.2	"21,81"	"11,88"	1
01:01.2	"21,72"	"11,60"	1
01:01.2	"21,71"	"11,33"	1
01:01.3	"21,15"	"10,50"	1
01:01.3	"20,78"	"10,05"	1
01:01.4	"20,96"	"9,86"	1
01:01.4	"21,24"	"10,13"	1
01:01.4	"21,43"	"10,32"	1
01:01.5	"21,44"	"11,05"	1
01:01.5	"21,35"	"11,14"	1
01:01.6	"21,44"	"11,13"	1
01:01.7	"21,45"	"11,22"	1
01:01.7	"21,72"	"11,32"	1
01:01.8	"22,00"	"11,40"	1
01:01.8	"22,28"	"11,31"	1
01:01.8	"22,37"	"11,39"	1
01:01.9	"22,18"	"11,30"	1
01:01.9	"22,00"	"11,40"	1
01:02.0	"21,73"	"11,49"	1
01:02.0	"21,45"	"11,23"	1
01:02.0	"21,26"	"11,05"	1
01:02.1	"21,07"	"10,96"	1
01:02.1	"20,98"	"10,87"	1
01:02.2	"20,88"	"10,86"	1
01:02.2	"20,79"	"10,77"	1
01:02.2	"20,89"	"10,77"	1
01:02.3	"20,88"	"10,67"	1
01:02.3	"20,79"	"10,58"	1
01:02.4	"20,78"	"10,59"	1
01:02.4	"20,69"	"10,50"	1
01:02.4	"20,78"	"10,59"	1
01:02.6	"20,68"	"10,60"	1
01:02.6	"20,68"	"10,51"	1
01:02.7	"20,67"	"10,51"	1
01:02.8	"20,66"	"10,51"	1
01:02.8	"20,57"	"10,51"	1
01:02.9	"20,66"	"10,51"	1
01:02.9	"20,57"	"10,52"	1
01:03.0	"20,66"	"10,51"	1
