time	x	y	
01:00.8	"31,31"	"6,19"	1
01:00.9	"31,23"	"6,32"	1
01:01.0	"30,81"	"6,69"	1
01:01.1	"29,82"	"7,03"	1
01:01.2	"29,12"	"7,78"	1
01:01.3	"29,11"	"7,78"	1
01:01.4	"29,03"	"7,94"	1
01:01.5	"28,99"	"8,02"	1
01:01.6	"28,83"	"8,19"	1
01:01.8	"28,66"	"8,23"	1
01:01.9	"28,62"	"8,23"	1
01:02.0	"28,54"	"8,23"	1
01:02.1	"28,70"	"8,52"	1
01:02.3	"29,04"	"9,10"	1
01:02.4	"29,74"	"9,60"	1
01:02.5	"31,07"	"8,97"	1
01:02.6	"31,61"	"8,76"	1
01:02.8	"31,77"	"8,68"	1
01:02.9	"31,90"	"8,76"	1
01:03.0	"32,23"	"9,13"	1
01:03.1	"32,69"	"9,05"	1
01:03.3	"32,98"	"8,72"	1
01:03.4	"33,10"	"8,26"	1
01:03.5	"33,06"	"7,76"	1
01:03.6	"33,05"	"7,76"	1
01:03.6	"33,10"	"7,39"	1
01:03.8	"33,34"	"7,26"	1
01:03.9	"33,59"	"7,26"	1
01:04.0	"33,88"	"7,30"	1
01:04.2	"34,26"	"7,26"	1
01:04.3	"34,63"	"7,26"	1
01:04.4	"34,75"	"7,30"	1
01:04.5	"34,80"	"7,42"	1
01:04.7	"34,76"	"7,55"	1
01:04.8	"34,71"	"7,59"	1
01:04.9	"34,96"	"7,59"	1
01:05.0	"35,75"	"7,38"	1
01:05.2	"36,37"	"7,00"	1
01:05.3	"36,78"	"6,21"	1
01:05.4	"36,99"	"5,30"	1
01:05.5	"36,99"	"4,76"	1
01:05.7	"36,82"	"4,35"	1
01:05.8	"36,78"	"4,30"	1
01:05.9	"36,94"	"4,47"	1
01:06.1	"37,07"	"4,68"	1
01:06.2	"37,19"	"4,72"	1
01:06.3	"37,69"	"4,09"	1
01:06.4	"37,69"	"3,64"	1
01:06.6	"37,48"	"3,64"	1
01:06.7	"37,61"	"4,63"	1
01:06.8	"37,73"	"5,05"	1
01:06.9	"37,98"	"5,17"	1
01:07.1	"38,23"	"5,21"	1
01:07.2	"39,02"	"4,79"	1
01:07.3	"39,81"	"4,38"	1
01:07.4	"40,18"	"4,46"	1
01:07.6	"40,51"	"4,62"	1
01:07.7	"40,64"	"4,79"	1
01:07.8	"40,27"	"5,12"	1
01:07.9	"39,97"	"5,16"	1
01:08.0	"39,97"	"5,17"	1
01:08.1	"39,48"	"5,17"	1
01:08.2	"38,56"	"4,84"	1
01:08.3	"38,11"	"4,84"	1
01:08.5	"37,98"	"5,13"	1
01:08.6	"37,90"	"5,30"	1
01:08.7	"37,90"	"5,63"	1
01:08.8	"37,86"	"5,79"	1
01:08.9	"37,86"	"5,80"	1
01:09.0	"37,99"	"6,09"	1
01:09.0	"37,99"	"6,08"	1
01:09.2	"38,49"	"6,25"	1
01:09.3	"39,19"	"6,20"	1
01:09.4	"39,19"	"6,25"	1
01:09.5	"39,85"	"6,37"	1
01:09.6	"39,85"	"6,41"	1
01:09.6	"40,69"	"7,03"	1
01:09.7	"41,40"	"9,39"	1
01:09.8	"41,40"	"9,35"	1
01:09.8	"41,36"	"10,14"	1
01:10.0	"41,11"	"10,64"	1
01:10.1	"40,87"	"11,18"	1
01:10.2	"40,79"	"12,01"	1
01:10.3	"40,78"	"12,01"	1
01:10.4	"40,58"	"12,84"	1
01:10.4	"40,58"	"12,88"	1
01:10.5	"40,25"	"13,59"	1
01:10.6	"39,96"	"13,96"	1
01:10.7	"39,63"	"14,17"	1
01:10.9	"39,30"	"14,29"	1
01:11.0	"39,38"	"14,21"	1
01:11.1	"39,71"	"14,33"	1
01:11.2	"39,71"	"14,38"	1
01:11.2	"39,76"	"14,50"	1
01:11.4	"40,17"	"14,21"	1
01:11.5	"40,58"	"13,87"	1
01:11.6	"40,58"	"13,83"	1
01:11.6	"40,63"	"13,87"	1
01:11.7	"40,62"	"13,87"	1
01:11.7	"40,62"	"13,88"	1
01:11.7	"40,79"	"13,96"	1
01:23.5	"40,45"	"14,02"	2
01:23.5	"39,83"	"13,86"	2
01:23.6	"39,37"	"13,82"	2
01:23.8	"38,92"	"13,66"	2
01:23.9	"38,71"	"13,20"	2
01:24.0	"38,71"	"13,08"	2
01:24.1	"38,75"	"12,87"	2
01:24.4	"38,62"	"12,58"	2
01:24.5	"38,37"	"12,12"	2
01:24.6	"37,66"	"11,63"	2
01:24.9	"36,83"	"11,42"	2
01:25.2	"37,04"	"11,63"	2
01:25.4	"37,21"	"11,59"	2
01:25.5	"37,08"	"11,38"	2
01:25.7	"36,83"	"10,59"	2
01:25.8	"36,83"	"10,76"	2
01:25.9	"36,91"	"10,88"	2
01:26.0	"36,91"	"10,84"	2
01:26.0	"36,95"	"10,88"	2
01:26.2	"37,04"	"10,55"	2
01:26.3	"37,28"	"8,48"	2
01:26.4	"37,07"	"7,81"	2
01:26.5	"36,86"	"7,69"	2
01:26.7	"36,78"	"7,65"	2
01:26.8	"37,11"	"7,81"	2
01:26.9	"37,53"	"8,02"	2
01:27.1	"37,90"	"7,89"	2
01:27.2	"38,06"	"7,77"	2
01:27.3	"38,11"	"7,73"	2
01:27.4	"38,10"	"7,73"	2
01:27.6	"38,10"	"7,68"	2
01:27.7	"38,10"	"7,69"	2
01:27.7	"38,10"	"7,60"	2
01:27.8	"38,43"	"6,94"	2
01:27.9	"38,47"	"6,85"	2
